gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
AC105235.1,0.031132338,0,0.033664256,0.10785754,0.225087805,0.342911387,0,0.063861783
AC124045.1,3.705401837,3.718837332,4.100661477,3.844507374,3.374934051,3.594384297,4.587861297,4.008283341
ARHGEF18,0.906757441,1.068588697,0.666741244,0.89007698,1.114500517,0.971521433,0.677860307,0.864914901
POC1A,4.478623103,4.461053727,5.414207174,4.067898091,5.093575755,4.610553689,3.235206723,4.825756703
MEIS3P2,0.368143521,0.223344665,0,0.182203994,0.095060338,0.579281004,0.052421197,0.107881859
MGME1,9.826090988,11.74268515,11.38416769,9.279195963,10.56457708,10.12997817,10.51790029,12.85830757
POLR2KP1,0,0,1.455578311,0.38862955,2.128955491,0.336973528,1.341733021,3.106419589
TEKT4,0.050979555,0,0.330753593,0.029436323,0.046072977,0,0,0.026143597
LPP-AS2,0.178410567,0.042092481,0.171484682,0.137355746,0.071661896,0.039699546,0,0.081327488
STARD7-AS1,1.636641209,1.507624026,1.431411621,1.667682359,1.457369276,1.446016671,2.087140255,1.629250291
AC061961.1,3.402649278,3.751492412,2.405747486,2.267005707,2.720332017,0.786271565,1.565355191,1.610736083
SYTL5,0.059002637,0.11275619,0.191403535,0.054510344,0.117312513,0.047264916,0.023524436,0.375199639
MIR6759,0,0.923444286,0.940527524,2.008915827,0.786075874,1.741893928,0,0
AC092611.1,0.066124358,0.023401122,0,0.050908198,0.039840103,0,0,0
AC092123.1,0.216406991,0.057439118,0.058501712,0.062478243,0.097789343,0.054173735,0.161778336,0.332936836
MTHFD2L,1.203390593,1.063667876,1.413329628,1.030646041,1.045939636,1.181929758,1.239658006,1.411424102
CD93,0,0.017896207,0,0.009733119,0.091404171,0.025318226,0,0.00864438
WBP1L,6.055413647,6.672705285,6.043605478,6.288696847,6.438739501,6.781891589,5.728246483,6.181301923
C9orf106,0.071906298,0.133598458,0.019438566,0,0.032492802,0.018000494,0,0.018437679
C19orf25,5.674649869,5.590171436,5.358669828,4.867031936,6.608051245,5.804041009,4.895448518,5.343698107
AL358472.4,0.955543546,1.268110111,0.602732427,0.643701902,0.143929385,1.355487881,0.158740245,0.653369003
KCNJ15,0,0.023215579,0,0,0.024702636,0.005473946,0,0
AL008726.1,0.19872171,0.632940723,0.966974695,0.114744753,0.448988856,0.198986125,0.19807658,0.101909489
NFS1,3.284813125,2.660420914,2.932903309,2.687892026,2.519122633,2.67833541,2.712866566,2.252463606
AC107871.2,0.460893966,1.14175856,0.249188678,0.532253514,0.41653477,0.615342964,0.153132573,0.39393002
ATXN7L2,3.911725952,4.795485713,4.790722192,4.692077867,5.175900965,5.21536093,5.42847947,5.164699643
FAM201A,0.132265905,0.156027758,0.079457095,0.23760247,0.159381123,0.11772613,0.07324251,0.090439042
UBE2CP2,0.332566626,0.470775518,0.119871155,0.384057437,0.300558422,0,0.110495661,0
AP006545.2,1.594299879,1.432240053,0.663061703,0.991384708,0.443339972,0.982413062,1.833604779,1.635194115
LRP5L,2.448661036,1.908162558,1.49998789,2.07556537,2.311099966,2.174115528,1.659203027,1.868137689
C20orf27,9.20032145,10.76204531,10.88519432,10.32740786,9.076490989,8.368664308,11.13055045,10.61284992
MIRLET7BHG,0.46389793,0.293412814,0.234803484,0.239365407,0.205164705,0.187782734,0.216438776,0.15185012
SRPK3,0,0.075915529,0.077319927,0.027525196,0.010770433,0.011933295,0.035636248,0.146677485
AC067863.1,0,0,0,0,0,0,0.028461003,0.117144442
BRI3BPP1,0,0,0,0,0,0,0.071604558,0.294721723
GRINA,56.78242841,55.51080501,52.57016624,61.69843977,53.82457793,57.41804887,55.68377872,50.02396827
ENPP6,0,0.102103132,0,0,0.010864327,0.012037328,0,0
AC007308.1,0.303143842,0.321843853,0,0.175039583,0.958886119,0.1517736,0.302159715,1.554597828
GLS,11.35674249,11.35487843,12.10616938,12.10521529,12.39547343,11.60804708,12.67321248,12.35613401
TUBG1,14.81997442,17.15323615,15.67025742,14.6231741,16.38174296,16.4363695,18.34796255,16.18619404
1-Mar,4.448688965,3.951288812,4.229711391,5.049760107,4.030326641,4.101499114,4.764111433,4.629571746
BDNF,0.525919316,0.224895669,0.221157635,0.337414803,0.310266382,0.28525201,0.575177024,0.299671829
RPS27L,10.30748847,10.32513305,10.88454253,10.49414751,12.27689114,11.30122154,11.30513343,12.22373442
SIK1,0.246836657,0.410185958,0.429379023,0.694044572,0.620743287,0.623285887,0.609739721,0.759504258
FOXN3-AS1,0.209977071,0.390127345,0.340580997,0.06062188,0.569302861,0.262820579,0.156971551,0.107681521
AP3S1,21.47956118,19.70765245,18.42822221,19.00712027,19.02878792,21.66746106,22.11468028,20.76126996
CAAP1,6.027441323,5.582733409,6.092154714,4.564706715,5.3341751,6.35783018,6.346596687,6.383834752
BMP1,2.79995192,3.205665581,2.569424008,2.106121431,3.228056191,2.796099978,2.602290386,2.281894084
ABHD13,5.242690446,5.150044285,4.878832359,4.892451433,5.475140686,5.376930911,5.151772199,6.191889177
PGF,1.555175703,1.399416156,1.958512111,2.069735905,0.951281018,0.940044233,1.862042773,1.867394802
PRKD3,3.399685387,3.246117604,3.276330016,2.689601773,3.406661305,3.669471981,3.284128638,4.013317824
AC093330.1,0.068445916,0.048445423,0.024670819,0.079043298,0.041238847,0.045691326,0,0.023400524
SAXO1,0.006225782,0.019829494,0,0.007189711,0,0.018702198,0,0
DCTN1-AS1,0.872804032,1.172489122,0.712655543,0.80223718,0.499036826,0.570752894,0.692425548,0.420192022
AIP,29.78499151,28.36494263,28.66601724,33.60034215,29.44189667,32.31000811,28.03894762,28.32145469
MIR670HG,0.315141173,0.334581263,0.136308337,0.436720832,0.569620198,0.631120989,0.691059817,0.775739117
MRPL14,19.92625479,20.6547236,17.97692337,26.68778689,26.37329639,21.84178779,19.45023197,19.59085055
GGNBP1,0.162741297,0.172780307,0.175976652,0.075175319,0.11766248,0.097774702,0.097327784,0
BRD9P2,3.075197674,6.780940259,5.115840088,1.912252513,3.206794882,1.89494737,2.122071472,2.183592012
HIST3H2A,27.73122606,23.40595936,28.41549077,40.55989831,30.14315529,33.77717221,37.33765656,33.30174356
REXO5,3.298181418,3.516226237,3.506974287,3.047067272,3.129781918,3.192484254,2.890237732,2.988122943
DYRK4,1.755238942,2.067734973,2.140653444,2.582342537,2.513459219,2.560119833,2.524451468,2.679841037
BTC,0.060230461,0.127891787,0.151967338,0.046370571,0.018144507,0.020103534,0,0.041183593
SEMA7A,9.462395693,8.308568458,8.928823795,9.26083763,6.54821889,7.866026266,8.171154097,6.760005014
AC090510.1,0.26480715,0.281142288,0.286343274,0.611613718,0.143592314,0.318191397,0.448710715,0.570359006
CARMN,0.022001017,0.046716383,0.020391691,0.025407402,0.071012525,0.05035495,0.025062391,0.019341727
RPL18P10,0.315258326,0,0.227265015,0.121356439,0.189943984,0,0,0
DERL3,1.47447216,1.375678988,2.077535112,1.289971635,2.59781924,2.192280886,2.018961806,2.596866393
GPR137,8.078621694,8.770544404,8.235157269,8.697743355,7.934861647,8.960101862,9.394461122,8.890016467
AP2A1,18.1774697,17.82323493,18.38362454,20.11844443,19.30227014,18.76479433,17.83495473,17.78181915
NRIP2,0.060509804,0.214141558,0.109051532,0.069878449,0.273429888,0.080787089,0.060313364,0.062061897
AC005041.1,0,0.008534605,0.043462455,0,0,0.008049417,0.008012624,0.07420425
IRAK2,1.5258153,1.171870153,1.404175459,1.649583481,1.540329554,1.040235249,1.439964982,0.749179574
PTPN23,16.97696745,15.09378255,15.39345248,17.07292952,15.81286052,15.77854177,17.2704662,16.83072434
PKMP3,5.376881399,6.212261561,6.070677654,7.122519749,6.002761217,7.680168684,8.039138827,7.380099872
RPS6KB2-AS1,0.721740338,0.89397266,1.170656599,0.833486354,1.195838829,0.722700672,0.479598186,0.493502119
CFAP298,3.338560287,4.922924728,4.08412787,3.680216363,4.66300302,3.309234812,4.621836084,4.669357211
AC022165.1,0,0.503556028,0.205148621,0,0.085729751,0.094985827,0.661861591,0.291878351
FKBP8,90.88282667,84.96832986,91.78569861,91.99512285,86.30853054,88.60429781,86.39336624,84.06244013
CCT8P1,0.341196901,0.108673287,0.295156495,0.47282871,0.061671614,0.478311248,0.170044619,0.104984609
COL10A1,0,0.047188584,0.016020516,0,0.026779314,0.029670625,0,0
AL035411.1,0.49162023,1.217875798,0.354401676,1.324719857,0.962658135,1.066594471,0.408353528,0.58826883
IMMP2L,1.458574239,2.006075098,1.200820101,1.550416568,1.363130693,1.526902036,1.387755526,1.0879906
UPP2,0.30591181,0.162391285,0.103372149,0.176637847,0.155513827,0.095724641,0.114344512,0.058829725
C8orf37-AS1,0.078250971,0.041539016,0,0.090366456,0.106079443,0,0,0
RNF216,10.52218282,9.839850947,9.259610127,9.092064575,10.52881519,9.391915288,8.786863212,9.467804797
CCDC169,0.47982624,0.373578513,0.48425939,0.435905409,0.381607502,0.198592071,0.497399273,0.518381059
CUTA,38.18311601,40.44252801,40.21306646,43.95574222,38.45737936,45.08404035,38.62989548,37.98795696
NDUFB9,18.40941756,15.17408329,15.08257058,17.07774158,15.80383911,16.22790976,15.93414164,14.23536069
TRAJ3,0,0,3.94414768,1.053060716,0.824111803,1.826179118,0,0
RPL7AP31,0.070847527,0.075217893,0.306437539,0,0,0.141883591,0,0
SLC51B,0.060145028,0,0.065036478,0,0,0.060225056,0,0.370126589
AC104073.4,0.47271176,1.806738821,0.817850021,0.655081248,1.367088476,1.514690372,1.602002303,2.036315182
SMG1P2,2.424324826,1.564232799,1.622137023,2.103626618,2.43309199,1.998370374,2.336351031,2.472771812
DSC1,0.092660802,0.070269116,0.100196681,0.076433815,0.071779347,0.026509741,0.105554272,0.162921561
LYRM1,8.276679021,6.832665278,7.605629614,7.88637844,6.754826774,8.256179683,7.55971146,6.148860595
ROR1,2.963631708,2.61906127,2.530950462,3.014121661,2.853402743,2.807393453,2.542798872,2.530162949
SLC18A1,0.057837674,0.153513756,0.140718312,0.183679644,0,0.101350606,0.043237432,0.04449092
WNK3,3.5187358,3.374773509,3.442534059,3.86434362,3.45175838,3.414853073,3.605556622,3.977978967
CBX1P1,0,0,0.143171637,0.152903429,0,0.265159497,0.395921219,0.40739929
ZBTB46,3.094443904,2.357940004,3.265720569,1.996038161,2.544668694,2.744971735,2.732424742,3.4788087
AC023300.3,0,0.023890101,0.012166028,0.012992988,0,0.045063923,0,0
IMPDH2,69.4216342,62.83783612,64.39713606,71.78813255,62.66637685,63.92022049,66.96084845,73.25160692
ARHGEF34P,0,0.066222284,0.05395789,0.057625564,0.045097027,0.037474549,0,0.025589805
AC009704.2,0.234104872,0.621365203,0.506288108,1.081403965,0.423146433,0.117208184,0.116672437,0.240109727
CAPZA2,14.10556181,12.54623741,13.50396581,13.33693584,11.97167897,13.39862742,11.85916809,12.86371117
CDH22,1.376416956,0.742839642,1.624790397,0.741778617,0.881125827,1.0566571,0.560212326,1.058791826
AL392024.1,0,0,0,0,0.047332035,0,0.18270936,0
SF3A3,17.55727269,16.38626559,15.24487967,16.25357003,17.5167224,16.93569234,16.46595144,19.41446707
SESN3,18.10039394,18.85361778,17.09771046,17.89555823,17.8467401,18.23156501,18.83578443,19.0198788
RAB2B,13.31187742,11.87175881,12.07444545,12.15366251,12.37035191,13.76868234,14.78285019,12.57712707
UACA,2.290974339,2.481269934,2.194649484,1.935432232,2.769900209,2.519832505,2.349948505,3.001567485
CAMKMT,0.934953031,0.887348744,0.735265817,0.899758717,0.601719317,0.907827455,0.903677865,1.162345257
AC084018.1,0.098839732,0.209873701,0,0,0,0.098971246,0.394075433,0.202749996
TM9SF4,19.35703588,18.22331605,18.82010339,19.90644524,18.60742484,18.9018813,16.59883565,19.18962257
AC005154.2,1.176994593,1.809765184,1.316603497,1.171747386,0.953674247,1.300480751,1.415899168,2.039726095
AC118758.3,0.023423096,0.027354794,0.005065608,0.021639728,0.027519332,0.007036279,0.02101235,0.04804781
UBR3,9.590331838,9.573519342,10.76517541,11.28280833,9.652336811,9.243046908,11.48559733,10.1878297
MIR1276,2.04348168,0,2.209673098,0,1.231203176,1.364133799,1.357898479,5.589060144
SEC11C,11.65568247,10.43199309,12.22414736,12.5774341,10.98693944,10.95586023,12.65470475,12.1346165
AC023632.6,4.57069061,4.218490319,3.482155187,3.86880092,3.450140089,4.914829332,3.831057629,5.886548589
SMC1B,0,0.014113303,0,0.046054384,0.03604157,0.013310969,0,0
TTC23L,0.91813339,0.81002032,0.922887255,0.910950509,0.58434277,0.543843827,0.799147481,0.371368246
AC010247.1,0,0,0.136308337,0.072786805,0.170886059,0.126224198,0,0
MASP2,0.239391643,0.084719659,0.115049238,0.092152102,0.072117053,0.079903391,0.198845402,0.190969416
C11orf72,0.069683229,0,0.025116799,0,0.041984332,0,0.023152336,0.166764788
FRRS1L,3.593703122,3.838534559,3.241582908,3.47451153,3.260959398,3.183694877,3.741399116,3.68215573
SLC41A3,11.08084554,11.17252716,10.50745593,11.20186946,10.7662106,11.1385291,12.05361491,11.25951437
AL590399.1,0.104349071,0.110786044,0.180536845,0.168707401,0.094305891,0.188078248,0.27042681,0.214051307
MIR762HG,3.083799626,2.910248659,2.458844683,2.769868791,2.364724116,3.774103511,3.694755724,3.290693882
SH3BP5L,9.750366145,9.075327189,8.768718268,9.395158579,7.035269248,8.998793843,7.593017543,8.506246748
AP001781.1,0.383297129,0,0.276313171,0.221321235,0.115468772,0.191903568,0.445728258,0.458650275
AC073346.2,0.906559171,0.99164814,0.742641995,1.237269587,0.744824079,0.660193034,0.657175357,0.619875111
ZNHIT2,6.536742188,5.193490261,6.600256321,6.648957627,5.751114068,6.198661586,5.048450279,5.594409551
AC141557.2,0.234590566,0.498123474,0,0.135455943,0.106006083,0,0,0
FXYD1,0,0.124660184,0.031741583,0.033899151,0.053058081,0,0,0
ITFG1,13.54106867,11.74212297,12.4078216,14.21753942,12.75729314,12.07275969,12.2133968,11.67939137
LARGE1,3.734878496,3.740610381,3.952820598,3.347879749,3.80570466,3.972926406,3.527651766,3.450866788
AL513477.2,0.696750502,1.268110111,0,1.494307987,0.719646927,0.598009359,0.99212653,2.14386704
HLF,0.976240718,1.263756305,0.740797201,1.226284578,0.897760086,0.814616405,1.348642885,1.053980594
MYOCD,0.00637029,0.013526508,0.013776741,0,0.017271526,0,0,0
BX284668.2,0.057242315,0.283609281,0.041265129,0,0.051732972,0.01910616,0,0.039140398
GYPE,0,0,0.030506132,0,0.127482365,0.112997111,0,0
AC010999.2,0,0.302133617,0.205148621,0,0.342919005,0.28495748,0.567309935,0.486463918
TRMT12,4.705297012,5.38180636,6.451752512,4.00533518,5.260739438,5.0758535,5.898790218,5.99517214
RTF1,26.31829686,27.73373663,28.6176282,28.15267483,24.83904396,26.46124048,28.18615995,29.1439943
APBA1,9.048593362,7.102263217,7.196060025,8.585626955,6.629235265,6.484668366,7.707421747,5.674364009
AC100812.1,0.19495285,0,0,0.112568559,0.17618942,0.097606125,0.485799887,0.199953445
PCNPP1,0.553193018,0.939708471,0.35890972,0.511074476,0.299970245,0.553929087,0.330838279,0.113476515
KLRG2,0,0,0,0,0,0,0.102599521,0.026393491
HNRNPA3P15,0,0,0,0,0,0,0.219698974,0.056517056
AC010186.1,0,0,0,0,0,0,0.423705164,0.108997179
LSM1,14.78642385,15.05924528,13.67382323,13.28975085,15.69128379,16.84947396,13.27124803,13.82754976
POLD2,31.96329797,30.00381699,31.96520878,31.84090809,28.16789609,29.96811827,34.19294944,31.11968268
HDAC11,3.811197164,3.29614179,3.032983096,3.387501503,3.328281866,3.087318154,3.339977711,4.106599247
AC034102.3,0.753817686,0,0.61134289,0.435265096,0,0,0,0
MRRF,2.31450227,2.054979269,2.779586369,2.377183704,2.411055109,1.912517811,2.500938825,2.678481522
GPA33,0.08833801,0.018757462,0.076417861,0.224433565,0,0.01769111,0,0.036241562
PAPSS1,35.3392679,31.8413042,35.6118659,35.08527016,31.86455062,32.76568589,33.94453379,38.07969054
SVOP,5.995805737,5.779465614,6.197520086,6.960050534,5.594438199,5.964848603,5.627527273,5.607222668
SLC5A6,4.225601283,6.038791924,4.612879819,3.901546747,3.910047402,4.079747998,4.694390202,5.544196122
AC090004.1,0.846986164,1.573659738,1.099043399,1.173748573,1.416114214,1.65382064,1.139719285,2.475828047
MAN1B1,10.5119157,11.47017341,10.18537909,11.66924249,10.75747334,10.58706026,12.66263558,10.73282697
AL139246.3,0.090313621,0.19176958,0.097658609,0.104296748,0.163242594,0,0,0
AL772337.1,0.021870919,0.046440138,0.023649628,0.025257162,0.039531862,0,0,0
TERB1,0.109601925,0.077575287,0.07901039,0,0.165088633,0,0.036415371,0
RNA5SP259,0,0,2.804325186,1.796965992,0,0.519372043,0,0
KATNA1,10.04328157,8.426229057,7.443126179,8.995730099,7.681950317,9.222679291,8.252704491,7.135253776
PKD2,6.221258187,6.615945876,6.704979319,5.213205994,6.273022728,6.033897756,6.775044039,6.760521254
TMC2,0.349529066,0.289914406,0.472444274,0.4793298,0.434346406,0.393743411,0.675014062,0.392103451
DNAJC25,4.219455146,4.827906708,5.153625295,6.311848837,5.512562246,4.684792062,5.861910158,5.852465676
AC078860.1,0.107279557,0,0,0.371668488,0.290862989,0.107422301,0,0
AC089999.1,0.683907175,0.242031769,0,0,0.206027951,0.22827239,0.681686938,0.935266113
OSBPL9,6.981699037,6.870316882,7.222101772,6.533775642,7.694017871,6.705642278,7.053714371,8.049790158
HBZ,0.074882552,0.079501826,0.080972568,0.518859055,0.406052438,0,0,0.07680331
SGSM1,2.798242718,2.092153314,2.35814848,2.730837129,2.558605275,1.933751189,3.123071842,2.398419152
AC024361.2,0.125916095,0.066841736,0.136156546,0.145411502,0.170695763,0.252167272,0.188260981,0.51658351
AC005921.3,0.604526039,0.418576559,0.397898673,0.667770719,0.498834759,0.447418129,0.838349224,0.593074374
AP000688.1,0.131174771,0.603488339,0.47280966,0.605937488,0.355649177,0.350264827,0.305080826,0.134539441
PPIAP67,0.128200287,0.136108568,0.415879517,0,0.115861523,0.256741735,0.383352292,0.657443299
AL445437.1,0,0.077776325,0.019803787,0,0.016551646,0.036677391,0,0
MIR374B,2.35568027,2.500994941,0,1.813604566,2.838607322,0.786271565,5.478743169,3.221472166
ZP1,0.185669381,0,0.025096178,0.026802038,0,0,0,0
KLHL42,11.44523114,10.38723378,12.37604408,11.55548309,10.71907582,11.00738928,12.08827165,11.95943013
HSP90AA1,224.0553578,238.0939559,221.0176955,204.96358,273.2722076,255.3344992,212.2678908,225.0512598
CAMKK2,12.07239405,12.2368692,12.22509373,12.83940973,10.63771268,10.71625409,12.01694113,9.637923365
CENPE,5.280076233,4.709624527,6.104366219,4.569730437,5.394075285,5.119257304,5.173429291,6.3119569
WDPCP,0.662535076,0.606559235,0.617780265,0.598785203,0.672530097,0.519195626,0.665169614,0.758315289
Z84485.1,1.429831907,1.76420149,1.922199109,2.052856569,1.74623827,0.967388118,2.195563125,2.100672896
HDX,1.277481061,1.190884337,1.170799969,1.124444826,1.05597131,1.559976651,1.335447691,1.5259605
MT-TV,10.65177165,16.52831439,5.316025135,4.731142345,8.886075094,10.66594471,4.900242337,5.882688304
NDUFAF7,4.815885383,6.543276823,5.961053657,6.008589654,5.47195791,6.20230651,5.263297816,5.209414317
THORLNC,0.652438743,0.772610954,0.18994231,0.550601652,0.703037233,0.879451551,0.325160333,0.489011754
BAIAP3,6.135654044,5.625407431,5.998043654,4.429845711,7.598562912,5.01085009,6.56501715,6.717602877
LINC01907,0.02166973,0,0.023432077,0,0.019584106,0.065095691,0.064798145,0.08890226
FLJ46284,0.399277736,0.200798504,0.310557038,0.36402421,0.41782499,0.308624497,0.5027135,0.366412024
Z92544.1,0,0,0.095972196,0,0,0.088872139,0.26539774,0.045515305
TRMT10A,1.639669665,1.274770657,1.228549312,1.401515837,1.925248629,1.615995452,1.763035351,1.853872998
CSAG3,0,0.110847421,0.05644902,0,0.141537207,0.104545804,0,0
MCPH1-AS1,1.039407184,1.280877252,1.44506527,1.22177169,1.308406001,1.170888975,1.572549864,1.446806935
KIRREL3-AS1,0.096478373,0,0.521623627,0.11141598,0,0.096606745,0,0
AC097634.3,0.06894674,0,0.223662033,0,0.062310892,0.207115437,0,0
AC093249.2,0.469181133,0.622654342,0.380503874,0,0.106006083,1.879221665,1.286059452,1.443647278
AC023158.1,0.055157392,0,0.238572835,0,0.049848714,0.110461566,0,0
DDHD2,7.734990576,8.268308936,8.775968501,8.730963249,8.381940429,8.460476288,8.817317954,9.024101425
CCDC110,0.333744548,0.407482057,0.559375136,0.289063302,0.422272164,0.434445209,0.299394972,0.273844151
AL157778.1,2.399419691,1.023521992,0.810799589,1.905006387,1.607002402,1.051142888,1.772368818,2.197290602
LRRC70,0.100553715,0.160134847,0.244645888,0.290305755,0.090875824,0.151031265,0.125284097,0.515664731
MIR1244-3,1.330266505,0.706163278,4.31536158,2.304344625,2.404467378,3.330091334,3.314869816,6.821941058
PCDHGA8,0.359022971,0.21484127,0.282342866,0.165843992,0.212379349,0.137263896,0.377376936,0.254414844
AC092376.2,0.288450645,0.174996731,0.103969879,0.063449722,0.099309877,0.151294237,0.027382307,0.126792636
AC000095.1,0.194060617,0.137354413,0,0.224106743,0.05846102,0.129545887,0.45133811,0.199038326
CXCL5,0,0.02365007,0.048175169,0.025724887,0.140923768,0.089222305,0.02220362,0
KRTAP5-AS1,1.871041852,1.47448627,1.293185234,1.336535606,1.621231203,1.738328127,1.422758863,1.127680124
LIX1L-AS1,0.957357745,0.868572135,1.392837866,1.326700877,1.05399028,1.324654558,1.040999758,0.78553139
AC091769.2,0,0.125310811,0.63814498,0.13630431,0.106670004,0,0,0
TSC22D2,6.038095162,5.36184527,5.183534272,6.268398926,5.872678868,5.629154903,6.607311171,5.790703822
MIR548AY,1.056753766,0,0.571348496,0,0.477522727,0,0.52666156,2.709649486
AC106786.2,0.403111062,0.106994436,0,0.116381042,0,0.201823717,0,0
MFAP4,18.41634055,16.90263496,5.653217249,14.07734696,10.13826016,7.918251559,7.515450666,9.29616271
GRIPAP1,13.85102809,13.32791574,13.78895015,14.19176723,13.75029519,15.06938129,14.40740012,15.29975598
ELOVL5,29.65451166,29.95684263,30.01400186,30.3589699,30.95444333,31.81708822,30.45976757,34.06497712
GRWD1,4.934543157,4.770247509,3.988633122,4.021840422,4.291158595,4.8821693,4.175366996,3.954310967
PTHLH,0.083707916,0.728747119,0.506887798,0.309338534,0.196693548,0.234694029,0.033374467,0.32624918
AC244197.3,0.597635586,0.652630513,0.516991874,0.394380938,0.663570543,0.307764406,0.42549673,1.068310613
AC244669.1,1.174648156,0.704887463,1.159729061,0.884685154,0.600030816,1.125071507,0.712682038,0.523816612
AC139887.4,0.314527546,0.500894675,0.34010731,0,0.142127766,0.787365128,0.156753232,0.080648816
LINC01762,0.033237111,0.070574813,0,0.038383165,0.060076345,0.033281336,0,0
YWHAEP1,3.556675846,1.966706376,2.964572339,2.652664083,3.21436006,2.522664208,3.988270631,3.343913441
BMP2,0.785008699,1.766878959,0.899782649,1.377956704,1.333774948,1.194800889,0.704214221,1.17551081
AL049838.1,7.088652554,7.219997629,5.670968709,5.989886639,6.302229099,6.636420548,7.065639945,8.098012602
IER5,20.70838701,17.55712781,19.58983188,17.28900398,20.24032756,20.62780071,21.51578467,20.24266035
USF2,24.8316862,21.85441299,22.77721391,22.38732227,21.67820107,24.68181386,24.92176964,24.15713801
FKBP1C,1.503816157,1.292471103,0.77434185,0.951022534,1.488516062,1.003878071,0.820844901,0.881365406
SLC35E1P1,1.963066891,1.667329961,2.334990207,3.702775988,2.483781406,1.507020499,3.52204918,2.684560139
TEPP,0.255078495,0.522283185,0.512243479,0.589143862,0.461056426,0.784497829,0.799072711,0.654053324
ECPAS,15.07590763,14.00959742,14.34836018,13.99452755,15.11863291,13.4677738,15.14035107,15.24985214
AL035587.1,3.301114364,4.149301674,3.774734626,3.154941634,3.292022451,3.001552121,3.555142259,4.708970724
AC011466.1,0.39955001,0.636295533,0.864088891,0.230705881,0.81246358,0.100020411,0.298689683,0.102449645
AL133257.1,0.124529353,0,0.044885675,0,0.075029268,0.083130033,0,0
AC002401.2,0.394439487,0.279180831,0.568691061,0.151836661,0.118825423,0.789928642,0.786317956,0.943966263
TIPARP,4.838291013,4.114156496,3.911722536,4.423355668,5.688461106,4.598006457,3.974166428,4.215737942
HMX3,0.192792247,0,0.052117893,0,0.087118383,0,0.048041592,0.395474844
ANKRD7,0.074316565,0.039450462,0.100450689,0.042911446,0.033581947,0.055811587,0.018518826,0.019055701
ZNF433-AS1,0.748698381,0.927363829,0.954898912,0.59858188,1.014958747,0.865032214,0.880213309,1.210923493
FAM13B,6.078817711,6.797651351,7.363413193,6.415812627,6.229258723,7.026551411,7.01926605,7.401625679
SNORA37,0,3.257109691,0,3.542855431,0,1.316547737,0.436843309,0
TMEM68,4.938851006,4.7254628,5.447468723,5.497925108,5.119028039,4.701122638,5.455191638,5.511896044
SLC2A6,2.98652346,2.780767257,2.676783842,2.637411385,2.612480976,2.926529418,3.804609058,2.588097978
PGM1,14.55018469,11.91357134,12.91773914,13.0982552,13.19831097,12.15024777,12.20174303,11.92220041
GABRG3,0.884291887,0.833995931,0.567900899,0.72054603,0.799182339,0.764109881,0.581648455,1.302912204
SNHG20,0.659451155,0.917072566,0.783386651,0.40759176,0.663134485,0.678929414,0.944304955,0.7811554
FADS6,0.019761037,0.083920138,0.106840771,0.02282061,0.125013814,0.039574661,0,0.040535826
AC104837.2,0.266680785,0.424697254,0.288369288,0,0.602534573,0.267035626,0,0.136760611
AC078925.3,0.090458122,0,0.024453716,0.104463623,0,0,0,0
HIST1H2BF,1.843575863,1.053930979,1.073428152,3.657536967,1.66613908,1.562024447,1.696237732,0.678771727
DCDC2C,0,0.133862352,0.081803241,0.029121215,0,0,0,0
RNASEH2C,5.22027245,6.036512393,4.865814811,5.337351841,5.599307365,5.482475401,4.871903355,5.069982072
BRD3,25.21770118,23.57831531,24.82357985,24.99166082,21.05919673,24.81489525,26.68479844,24.76822972
TPBGL,0.121452903,0.042981653,0.15321877,0.046752427,0.073175699,0.283767181,0.060529309,0.041522735
TMEM151A,6.355371594,5.107418241,5.94162294,6.269040607,4.746523718,5.767219066,6.070792029,3.689226907
AC020951.1,0.92111144,0.660764846,0.592230013,0.517488225,0.787460419,0.598272683,0.694794378,1.17453939
AP002990.1,0.152301053,0.207894904,0.129397187,0.276385379,0.157305928,0.28322116,0.303613245,0.278942173
FAR1-IT1,0.153631322,0.652433463,0,0.709671352,0,0.461507223,1.225060584,0.630288033
AC002310.6,0.697979339,0.915396841,0.310777069,0.331901489,0.445271737,0.863357012,0.450167506,0.252664484
UMAD1,2.365725814,1.903742418,2.167073679,1.67052702,2.968735376,2.414138707,2.868705302,2.50368146
AC005702.3,0.135904631,0.14428817,0.734787128,0,0,0.136085463,0,0
MRPL58,14.23613275,12.62234992,10.09708926,13.19937475,13.32710766,13.79523395,15.20711487,13.97328089
NUDT22,2.111945547,3.032649604,1.840107598,2.158194307,2.842421629,2.479893331,2.014222159,2.057032482
ZNF32,22.244446,22.69705158,23.4575162,21.27827975,21.02862443,22.39231331,21.34813096,27.25688497
RPL12P42,0.226598503,0.240576668,0,0,0.307183959,0.113450005,0,0
SLC30A4,1.680752924,1.62829548,1.999188939,2.183604159,1.721518822,1.823238411,1.780002558,1.458102229
SSTR5,0,0,0,0.095873369,0,0.041565017,0.28962519,0
MEIS1,2.642222684,1.421820428,2.873881889,1.21813718,5.364640726,3.189383249,1.68017272,1.872071899
AL121652.1,0.126197157,0,0.4093814,0.874416487,0.342153561,0.126365073,0.125787471,0
