gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
CAMSAP2,23.03035647,20.40672946,22.67086146,22.07108018,20.65609689,20.77528241,23.91207364,21.9732818
CCR10,0.733957656,0.710477372,0.9337043,1.096887985,1.229087706,0.756549959,0.688541115,0.686361767
GRPEL1,7.01120831,6.811424097,6.264179007,6.267942426,5.541298564,6.627495632,6.205956898,5.469638641
SDF2,8.161456492,7.548020747,8.660079361,9.679815005,8.449371973,9.429595358,7.50919489,8.248979749
MIR6780A,0.831416566,0,0,1.920287187,5.25977239,0,0,0
LINC00638,0.291887309,0.190703347,0.169952352,0.155575292,0.223210584,0.179861962,0.514739515,0.161201546
LIMS1,5.369168567,4.487694436,4.523512573,5.20066454,5.509915434,4.808084515,4.314748191,4.820393559
AC025423.1,0,1.60491654,1.144224661,1.047429375,1.229557182,0.302735576,1.808110809,1.860529379
C6orf203,5.275983315,5.748848883,6.395679552,6.573871167,4.115701775,5.533250973,6.310626428,6.6644601
AL161891.1,0.28048652,0.375472925,0.224176642,0.253497791,0.352682877,0.122112926,0.267420473,0.525330664
AC092720.2,0.135823007,0.612856418,0.110151872,0.509769932,0.061375293,0.102002798,0.033845518,0.174133631
KIAA0087,0,0,0.028547415,0.030487866,0,0.066088668,0,0
TTC39A,0.042272408,0.070525813,0.032650229,0.013947824,0.02728847,0.030234754,0.030096554,0
RP1L1,0.044561906,0.040552108,0.068837168,0.102922723,0.028766429,0.025497828,0.01903596,0.032646379
RPS6KA3,4.431764433,4.874483239,4.31173827,4.664024477,4.767144266,4.568851757,3.991537448,4.574652767
AC010422.8,0.888829809,0.871988684,0.815123854,0.987467083,1.138832311,0.980140315,1.233593345,1.038564161
SEMA6B,22.83493512,23.34564272,24.92760335,24.77222701,20.9266867,22.46754958,26.06891161,23.69665859
SH3RF3,5.309718753,4.820115014,5.794220054,6.143065887,4.111896113,4.809494308,6.176179985,5.435922015
RN7SL472P,0.192956746,1.024298269,0.834597803,0.22283196,1.220698029,1.545707923,0.576990992,0
AL158163.1,0.479993069,0.655203041,0.407809084,0.950245206,1.425328601,0.377639223,1.0935653,1.125268628
AC084816.1,0.072735579,0.044127093,0.011235855,0.071997535,0.028172173,0.083236982,0.031071193,0.010657324
AC018521.5,0.277009532,0.308102037,0.099846016,0.152332628,0.381483392,0.277378116,0.22351782,0.081175687
FIP1L1,7.332869881,7.71066148,8.742767383,8.827324423,7.959785328,8.156242152,8.988849433,8.590973502
VWA8,3.762669179,3.01180997,3.31581235,2.950998127,3.407221313,3.37459144,3.55111889,3.730036815
CSTF2,8.866922716,9.441341672,9.588048076,8.47841476,9.018126964,9.991796676,9.636919201,10.68521221
TXNDC15,10.34083236,11.05853034,9.788453118,8.854110495,9.986074988,10.21481007,9.536625471,9.108230706
STH,0.762287548,0,0.549521699,0,0.344460214,0.127216972,0.506541905,1.172760654
ENPP7P7,0.256516908,0,0,0,0.046365637,0,0.10227366,0.368335293
SEPSECS,2.649006311,2.860573161,3.511886309,2.472462194,3.099147018,3.224823684,3.291465729,3.405497213
SNX9,7.693427217,7.49489448,6.868873106,6.913365172,8.341355049,7.947837134,7.097267099,6.79031032
CAB39L,6.539059734,6.366895632,6.741136147,6.742870191,5.470811714,6.559069227,6.990627377,6.961623231
ADCYAP1,1.040090106,1.230450074,1.815551817,0.943741666,2.309678914,1.785384053,0.77013007,1.523955296
AC126755.2,1.511367143,1.822507205,1.089521983,1.637631053,1.197273979,2.50361322,2.120203863,2.009433133
RNU6-890P,0,1.682912484,2.285393983,7.932401278,1.910090908,1.058159863,0.52666156,1.083859794
TOB1-AS1,1.710033141,2.038968421,2.019792705,2.430517054,1.997196031,1.844024517,1.809372869,1.484065819
SARDH,0.552112563,0.504106793,0.597014541,0.599339634,0.359261239,0.729758296,0.2971729,0.543623428
AC100782.1,0.287472846,0,0.414469756,0,0,0.191903568,0,0
RMST,0.598733873,0.934805772,1.075872086,0.549080716,1.098131224,1.278410705,0.640671771,1.869366966
SMAD5-AS1,0,0.09915839,0.033664256,0,0.084407927,0.031173762,0,0
GALNT11,10.52345848,9.660262558,10.53175395,9.634077346,9.824763858,9.636589798,10.4485336,10.71649222
AC016582.3,2.104430191,2.775621014,1.881728296,1.869427756,2.011611488,1.653365318,2.363832005,2.390853502
ENOX2,2.576439276,2.132187321,2.300215129,2.227694694,2.018005018,2.751858601,1.896424704,2.168226183
PPIAP2,0,0,0.74554011,0.265405546,0,0.115064131,0,0
SOX14,0.550231888,1.635687203,1.576699426,0.127084699,0.049727428,1.955922258,2.138937896,2.878161994
KIR3DL2,0.090361737,0,0,0,0.163329564,0.030160657,0,0
ZNF302,17.44851252,16.16302772,15.87887834,15.9461686,15.73870117,15.6379289,15.99200709,18.50681983
RAB1A,48.64991861,46.50400739,52.18195505,47.11429252,48.79627695,49.38127285,46.87558208,46.01102638
PMS2P4,3.146833266,4.246972542,2.88369288,3.079705866,2.89216595,3.952127262,2.87080235,2.516395239
USP18,1.48709924,1.268705748,0.832735736,1.41067598,2.591945812,2.605886408,0.979357968,1.470770759
LLPH-DT,1.270479247,1.156158175,0.981288749,1.257587757,0.24604301,0.45434633,0.271361735,0.651533697
TMEM218,3.012352203,3.342037488,3.257339516,2.491700078,2.665904443,2.932862519,3.127247207,3.517248925
SBSPON,0,0.054778808,0,0,0.093260199,0,0,0
SNORA35B,2.191330483,0,1.421727652,0.506122204,1.188254228,0.877698491,0,0.449507744
MRPL2,8.394720394,8.581594301,7.680913039,8.04871849,7.767878563,7.424831445,10.20964236,7.605161152
SNORD17,0,1.013061242,1.289752933,0.550968476,3.665037301,1.433203865,0.713326416,0.244668772
AL136099.1,0,0,0,0.351650436,0.183464746,0.406546159,0,0
AC007249.1,1.14446005,0.243011654,0.495014486,1.189489634,1.344603468,0.22919657,0.342223402,0.352144731
LDHAL6A,0,0.02321109,0.118202415,0,0.019758288,0.021891552,0,0
AKR1C3,0.099799341,0.132444569,0.067447362,0.172876693,0.078919798,0.037474549,0.211385123,0.127949027
AC097359.1,0.366326089,0,0.660197506,0.28202922,0.110356224,0,0.608561413,0.751444911
AC132219.1,0.118276834,0,0.127896002,0,0,0.118434211,0.11789286,0.485242669
BBS5,2.754842949,2.727160419,2.656845749,2.780117271,2.355121966,2.025391371,3.141704975,2.685502917
AC022211.1,2.917495229,5.943787141,6.650592114,4.826161104,5.487182354,4.895280705,7.702333492,5.418543142
POU6F1,8.730973698,7.52283399,8.410008017,7.200441937,7.502033636,7.675508133,9.354860784,7.756461258
AC044802.1,0.078142815,0,0,0.022560389,0.017655471,0.039123395,0,0
ATP6V1C2,0.649283106,0.551468307,0.895161855,0.787301207,0.674811043,0.601386003,0.404484545,0.649288964
TSKS,0.047290946,0.075312269,0,0.054612935,0.021369691,0.142061613,0,0.024251986
LINC02058,0,0,0.172939997,0.277042847,0.289080236,0,0,0
ANTXR2,1.988859011,2.604442421,1.915094821,1.687843665,2.476011496,2.588383035,1.536790315,2.263260555
SHCBP1,2.00330558,2.449954228,2.604959614,2.181694302,2.784496171,2.513811937,1.529196504,2.587870217
PNMA8B,3.3679468,3.270461965,3.364273444,2.798471557,2.830358553,3.074256129,2.630342577,2.980417584
MIR30C2,0.785226757,0.83366498,3.396349391,0,0,0,3.130710382,3.221472166
RNGTT,6.957786313,6.910804573,7.063522412,6.826472515,7.181976783,6.95552844,6.304725952,6.735209708
AC090186.1,0.494198658,0.419747403,0.213756255,0,0.357307215,0.593827476,1.280745156,0.304124995
AC008760.2,0.124988194,0.176931109,0,0,0,0.083436334,0,0
ATP2B4,38.03596082,34.10265214,34.31217787,37.64521441,38.26469534,35.73382236,32.83429533,36.06484651
AC137630.3,1.87972441,4.144871412,3.75248833,4.007555869,1.829486049,2.461371855,1.87362207,2.076242931
ISPD,0.098573402,0.256878225,0.213180276,0.031046013,0.040493685,0.098704562,0.044660633,0.082719685
CXADR,20.59404649,20.17564072,22.65317265,23.6751121,22.61115135,21.08742212,22.68617131,23.82115231
MIR6757,0,0.869911284,0.886004189,1.892456938,0,0,2.450121169,2.52115213
MAP6D1,0.586963522,0.249268599,0.456983888,0.56938748,0.551689463,0.634764087,0.304230162,0.385292352
ENDOU,0.400966854,0.201647968,0.159738717,0.389935136,0.152579117,0.190184387,0.378630147,0.411251766
KDM6B,28.2525842,24.81009035,26.07767414,29.0556543,24.16062357,24.52283296,29.13915805,26.95597239
C19orf57,4.240224485,5.017621101,4.473628964,3.876579759,3.632530307,3.715133144,4.519963114,4.877510202
FKBP3,35.21648276,33.2758372,36.51300818,33.59738538,32.97904527,35.46355886,35.47584815,37.83734417
AATF,8.227390742,9.588031519,9.02619117,9.044169735,8.757892424,8.622633606,8.069183526,8.463027431
SCN9A,0.189263592,0.45866438,0.271391575,0.270833023,0.487114189,0.370791044,0.373197264,0.523275298
DYNC1LI1,15.7199016,14.77104253,14.37632825,17.0251685,14.21525663,15.71312176,17.22197042,15.64084627
PCDH20,0.023665269,0,0.038384861,0,0,0.047393514,0,0
HOXC5,0.281898581,0,0.067738824,0,0.169844649,0.219546188,0.062440761,0
RTRAF,8.69476125,9.05803094,9.556134813,8.989795743,9.595263533,10.35917274,9.993597673,10.08824349
POU2F3,0,0.009032939,0.018400087,0.009825397,0.030756919,0,0,0
TAF1L,0.072762325,0.08690716,0.078679909,0.052517507,0.041099527,0.018214785,0.027197291,0.027985762
TCEA1P3,0.192737477,0.068208953,0.138941566,0.593543312,0.290312112,0.19299393,0.320186289,0.724831237
B3GAT1,55.31405315,45.80202832,46.53162167,57.71786609,37.47259811,45.51717487,51.26253952,33.85802493
NSF,15.40770216,13.81568594,15.9889679,14.47984784,13.14890552,13.73155344,12.8918963,13.9839569
INPP5F,19.91029631,19.41902616,19.51316532,19.39818098,19.47113038,19.59458998,17.86849865,19.53710689
COX15,7.647360416,7.529928748,8.108306472,8.956436433,7.877695971,7.833726944,8.877216606,8.45433993
AP002812.4,0.790717853,0,0,0.913143558,0.178653608,0,0,0
AP001803.2,0,0,0.042147045,0,0.12329008,0.019514496,0,0
ILDR1,0.018807827,0,0.040674843,0,0.11898354,0,0,0
AC004832.4,0,0.362682046,0.738782949,0,0.154365353,0,1.19175078,0.350371595
NMD3,9.83492884,8.863661678,9.630314171,8.76966644,9.39206489,9.615476291,9.860869669,10.19438142
BTNL9,0.914334121,1.100168125,0.878839735,0.821254898,0.642703545,0.966414646,0.820229243,0.625191364
GPR180,2.736455611,2.680730919,2.356116331,2.057419462,2.982757863,2.521915688,2.765898517,2.977542966
VAMP1,3.221623073,3.755684024,3.910545305,4.541103723,4.153247249,4.317026223,3.19542339,3.822573677
TGFB2-AS1,0,0.215525596,0.987807184,0,0,0,0,0
MDM1,8.011255301,8.202988447,8.550772449,6.450217979,7.169986611,8.082425064,8.217576953,8.73029287
AC016383.1,0.07918253,0,0.428111268,0,0.071561529,0.079287889,0,0
IL31RA,0.037064899,0.026234213,0,0.114142945,0.022331701,0,0,0.012671875
PLD5,0.159924653,0.150924367,0.217764885,0.102603087,0.460362927,0.094896264,0.141693754,0.109351177
RNA5-8SN2,2.217110842,1.569251728,0.799141033,2.987113402,2.003722815,3.700101482,0,1.894983627
SAFB,30.10824549,27.99863126,30.34992491,33.84192306,31.32069938,31.83796389,33.47047987,32.29805139
PMS2P10,1.939971987,2.157721126,2.3974231,0.746778351,1.586280562,4.07011163,1.012876888,1.705485265
AL359885.1,0.500875539,0,0,0,0.056583535,0.062692749,0,0
EZH1,9.684313507,9.903768176,10.44566988,11.34255494,9.680837105,9.843021822,11.29797573,10.48038755
SNORD19,7.482749092,16.77137784,3.59613465,10.56157953,12.02233689,6.660182667,18.23178399,12.79113948
ZNF774,0.750629173,1.02261337,1.005616316,1.104655865,0.81646231,0.778234245,1.019660343,1.124165472
AC083837.1,0,0,0.061256803,0.043613737,0.153591979,0.037816668,0.018821906,0
CYP7B1,0.594597649,1.052127583,0.562585482,0.772490639,0.69410293,0.520965209,0.246944728,0.711490785
PLCXD3,0.153571706,0.22515748,0.340030323,0.118232661,0.27758209,0.102517364,0.102048767,0.16501138
AL160314.3,0.221132959,0.313031961,0.079705722,0,0.266466398,0.221427194,0.073471691,0.907220323
ERI3-IT1,0.639344564,1.066660201,0.888866884,0.527380972,0.66035453,0.823108197,1.001422707,1.49884327
NBPF14,0.975246965,1.307882465,0.766953775,1.040023483,0.961509116,0.76628381,1.07440523,1.210843863
RF00561,5.60690841,1.488195337,5.557662641,4.856263465,5.489538126,3.275048502,4.657255114,10.06377255
GABPAP,2.376526998,1.814881285,1.127107099,2.696332452,1.695628267,2.087446632,1.37141738,1.58222748
AC069271.1,0.724824698,0,0,3.348193044,0.655063228,1.088683705,0.361235813,0
SYT10,0.077873728,0.153543963,0.08420701,0.077083547,0.12064919,0.122535828,0.066532216,0.296664497
ZNF623,6.677394282,6.425730076,5.808869614,6.258534648,5.748716087,6.163418413,5.457056888,6.03721736
TBX19,1.023141636,0.69125388,0.804619105,0.841409083,1.022739243,0.807184189,1.112531027,1.033485724
CYP2F2P,0,0.03880018,0.079035926,0,0,0,0.254989986,0
RNU6-481P,0,1.121941656,0.571348496,0,0,0,3.686630917,0
AL356479.1,0.777309713,1.127854731,1.120701907,1.316567201,0.655663653,0.570785591,0.774786254,1.833670225
AL162741.1,0.580604123,0.231157427,0.196194766,0.335249111,0.393542478,0.109008125,0.542549296,0.521059683
UBE2L5,0,0,0.028094802,0.120017949,0.046962253,0,0.051794841,0.186537451
FAM149B1P1,0.070231461,0,0,0.040552649,0,0.035162455,0,0.252115213
SNORD115-4,1.378934792,0,1.491080221,3.184866555,0,1.380769577,3.436145541,3.535762134
ZNF814,1.027525299,1.071854975,1.038312528,1.212524195,0.896188883,1.019906544,1.149417955,1.196546805
EIF4G1,33.40689559,35.14053883,33.43616923,32.48278455,31.56536842,31.88813509,31.29193749,31.74263963
SCRN3,6.93061145,6.532521536,7.066439299,6.71173736,5.955321442,6.557322703,7.560846888,6.870504586
WWC2-AS2,0,0.054992101,0.16802828,0.209357925,0.070217497,0.051865829,0.051628756,0
PHKG1,0.184224091,0.586764925,0.664021966,0.496410229,0.277488768,0.163972636,0.2448347,0.230938265
EMC6,25.14359383,29.81680315,22.18006066,20.63122593,25.24847084,25.76598626,25.28180946,18.17262192
C1orf56,2.085853315,2.961281012,2.727570168,1.428476183,1.665900822,2.088628713,2.707641411,2.686633158
CEP164,3.08587175,3.164540041,2.640083656,3.133382241,3.418741366,3.015361815,3.241879971,3.475233658
MZT1P2,0,1.210158843,0,0.263265179,0,0.684817169,0,0
AC116158.1,0.477996184,0.225547688,0.201005178,0.214668084,0.359992474,0.132953388,0.344098746,0.544729911
LGR5,0.03230032,0.66299466,0.221205769,0.13677155,0.369759552,0.377338477,0.08585456,0.242944768
FBXO4,0.468947632,0.716940819,0.649070089,0.974797411,0.745911413,0.93914321,0.560910287,0.557932472
KCNG2,0.444550208,0.111052504,0.282767294,0.120795124,0.378130855,0.157108842,0.834083802,0.107283069
AC023403.1,0.287570328,0.183185794,0.062191545,0,0.155935702,0.172771778,0.229309407,0.471914539
PIGU,9.844218029,9.586068596,10.01201111,8.351297032,10.06787381,9.543389286,9.31227199,11.8545412
FAIM,0.166609999,0.265331487,0.075066661,0.208439817,0.238409554,0.278052813,0.124551837,0.128162694
NLGN4Y,0.059241697,0.160734568,0.099648393,0.060812448,0.071386562,0.046138185,0.091854583,0.175532539
DGCR6L,29.0030375,27.46326508,23.78621818,27.72269024,26.83148064,29.23785563,24.41628548,25.92810527
LINC00602,0.109513465,0.087201761,0.236839861,0.252938554,0,0.054829591,0.027289485,0.056161258
ASPHD2,6.315496701,5.328303789,7.284395478,6.748748357,6.088165837,7.639271183,6.311780717,5.371999162
CITED4,1.288822032,2.14370995,2.508549855,2.18294045,2.018948672,2.968234904,2.012599531,1.277817987
ZSCAN1,1.893221481,1.281380414,1.765703618,2.159016905,2.502347015,2.393372465,2.641905454,2.305867478
ANKRD46,15.72720147,12.8401596,15.78777258,13.34962536,13.43217279,14.70733121,15.8117012,15.11435034
AL731569.1,0.831960331,0.706625124,0.819655282,0.491061014,0.517966934,0.555378215,0.755547502,0.967073724
TMEM242,7.438349585,6.565919536,6.48992345,6.481176006,6.656424146,7.411676146,6.819609437,5.718737412
AP000919.4,0.235568027,0.333465992,0.16981747,0.272040685,0.212895549,0.235881469,0,0.161073608
AC092140.1,0.411922233,0.874664898,0.222711436,0.356774669,0.279207278,0.412470329,0,0.316866115
RRP15,2.890287907,3.091423913,3.295962558,3.072751818,3.214903738,2.822318939,3.42420207,3.273372073
AC090246.1,1.327143814,0.42270337,1.86560037,1.226098861,2.518764243,1.461800656,2.248820134,2.586252303
CCNO,0.062505612,0.23226487,0.675890426,0.036091633,0.028244849,0.250355125,0.155756735,0.833415685
PCNX4,5.255554529,5.065076408,5.782823367,4.840008846,5.364017428,5.051942841,5.335644053,5.834953941
MRPL44,25.71303178,25.61659807,25.00630244,30.51586813,25.69361845,31.12339938,26.95133285,22.78988833
AP000347.1,0.193507107,0.265365122,0.278992762,0.316579006,0.320618511,0.104955816,0.401831053,0.289436318
DGUOK,30.6966996,26.69103055,27.10076731,32.75706391,27.32086387,31.47680145,31.02308061,32.87894273
SMO,11.46201562,13.19940545,10.79174066,9.359562602,11.79296152,11.33281604,11.50323648,13.51807736
AC010463.3,0.113072653,2.280907387,0.855880047,1.566954345,0.306569591,1.585123475,0.676233443,0.347918994
SH3PXD2B,15.41338578,16.17484037,14.5307052,15.33620284,14.10968997,14.49288718,14.32408257,14.07801316
RCN1P2,0.49430668,0.787198408,0.601320876,0.642194404,0.670097466,0.371223296,0.800640688,1.07734479
SGPP1,8.722845056,7.901694163,8.250914011,7.55011466,8.592958033,8.546430053,7.06111309,8.14122042
TIMD4,0.181788831,0,0.039314655,0.041986987,0,0.036406143,0,0
RIF1,6.047015432,5.666682362,7.053697558,5.840353798,6.910725939,6.086224946,6.970423435,6.588359238
ARMC12,0.87715034,1.481548484,1.379617242,1.012958262,1.189092207,0.958164502,1.51015931,1.553940029
MBL1P,0,0,0.300519679,0.091699107,0.143525089,0,0.356162277,0.20360428
ZNF614,5.903586817,4.718890851,5.857870119,5.290121971,4.412464435,5.083645363,5.671147484,5.855509188
RPL32,198.515456,176.6670556,177.7167209,201.7839841,187.2931424,185.9811251,196.068312,200.8639855
FAM27E3,2.732766565,3.353499808,2.801508538,2.213212351,2.533898061,3.233930504,2.93614646,3.894887252
RAB6B,40.79465489,35.21467515,39.79582613,41.0874304,35.16658669,33.80666576,37.24632991,32.7640618
TMED5,7.607774803,7.656659457,6.993819759,6.554612872,7.005693714,7.62991318,6.237499386,7.255235309
BHLHE41,0.32936563,0.532126583,0.309697513,0.463047974,0.724750806,0.286785981,0.742235288,0.499377144
TRIP4,6.654514982,6.567205856,6.961703729,7.830606508,7.383095407,6.843948473,6.902542316,5.881884108
RUNDC3B,3.949140427,3.058541584,3.180021405,3.160523625,2.484233414,2.704373535,3.912390936,3.200953235
CRHBP,0.040339869,0.171313246,0.654309194,0.046585633,0.072914637,0,0,0.103436495
AC010306.1,0.151843312,0,0.054730787,0.409156984,0.320201005,0.152045352,0,0.103825423
MOCS2,7.03646792,7.370652646,7.395112835,7.919507192,7.030866654,7.582745408,6.985495212,6.831021845
AC022087.1,0.369518474,0.196156466,0.299677887,0.213365243,0.166976901,0.092502537,0.736637737,0.284247544
AC006033.2,0.086183424,0.121999753,0,0,0.051925744,0,0,0
ADAM10,6.902691023,6.805032747,6.980077782,7.09109514,7.357063409,7.419586845,6.204104443,7.190928407
TECRP1,1.143431322,1.079080963,1.373804248,1.027030001,1.951941214,2.035471557,1.266354761,0.390920218
PPM1G,23.99892451,23.64577035,23.90392534,24.04488634,24.12400005,26.06455651,25.32570261,26.01740277
ZNF337,17.27293469,17.64761693,16.15109389,18.47855743,16.34556672,16.0076088,17.58537137,18.79290407
ZXDA,2.694169703,2.101492467,1.709322451,2.127116077,2.173988102,2.119664262,2.342894859,2.664587481
SMYD3,3.431116983,2.783241558,3.814379439,3.951221676,3.048623615,2.991745879,3.66014521,3.865107587
RGS9,0.598524772,0.661207246,0.585979595,0.663172142,1.045289735,0.785596654,0.483714909,0.680242191
ZBTB48,3.603359027,4.372159045,3.6656136,4.639734532,4.323155454,4.752202289,4.542762966,4.932007354
KIR2DL4,0,0,0,0,0.237099451,0.13134931,0,0
AC079949.1,0.275339252,0,0.099243976,0,0.248838954,0.091901871,0,0
AL109741.1,1.543175164,0.148942627,0.606791951,0.810046704,0.126786431,0.561901267,0,0.431661283
FALEC,0.799100021,1.16654181,1.188122225,0.346058822,0.631916118,0.500102055,1.194758732,1.434295028
MAP1A,19.5688348,18.12744852,17.47351304,19.01750969,15.49336392,16.16483793,16.62643143,16.25193156
AC009084.1,0,0,0.578557941,0.411922804,0,0,1.066614263,0.36584542
LRRC46,0.040096685,0.085140253,0.195109433,0.092609595,0.126831391,0.240900224,0.059949773,0.061687765
AL118558.4,0.087247417,0,0.471715193,0.302267428,0,0.524181043,0.086964177,0
