gene_name,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
STMN1,100.843152,101.1429961,102.5613192,107.0935926,105.9818246,105.9047494,110.8514492,117.6956443
JRK,6.712724903,5.863616244,5.660679397,6.112895608,6.438052668,5.969738504,6.810110588,7.544596583
UFM1,26.8365517,27.12204867,26.82203892,26.84952114,25.140024,28.07910559,21.50202183,25.39390497
CASP3,22.18868087,24.41383373,27.39161493,24.55467063,23.68275398,25.51038603,21.47976181,20.80233148
CHRNA3,1.239497008,1.299394678,1.013143341,1.364852192,1.315840941,1.255415326,2.448064404,1.314279515
PTP4A2,23.01144144,24.4761649,24.23569084,22.17439304,23.81454722,22.79042322,20.97608572,20.94556229
ZNF117,6.684053085,6.770791396,6.200266233,4.866538729,5.495251343,6.143980837,7.205524241,7.75612137
ZNF536,3.658639823,4.368371633,4.123309407,4.658044546,4.663803148,4.674955497,5.484456144,5.092546198
AMH,7.459410804,5.973664449,6.196444043,5.713463027,5.283556606,6.574333463,8.974622417,7.262321482
EFHD1,5.843893923,7.438594587,6.12437268,7.61314081,8.464064934,6.033860679,8.198111852,10.01274082
DHRS4,2.232537469,1.987327031,1.530534497,2.308486935,2.448149186,2.213596616,1.466883823,1.308155292
FZD2,26.74670124,31.4137927,23.50280251,27.51790996,35.89208493,22.40937686,17.85038562,24.24340843
U62317.2,3.55651171,1.825132742,3.474676039,4.287275737,3.959988684,4.047026576,7.381885532,4.815253133
MIF-AS1,12.20257184,12.99383942,15.76669564,16.06252647,14.91032324,16.25126267,12.06468879,11.03943511
PPFIA4,14.92203283,13.32226143,10.12522459,11.20698098,11.23907368,14.39152733,11.1289062,8.195887156
TMOD3,5.896127027,6.306496137,6.234673279,6.155856598,7.465949319,6.994464092,5.045885356,5.841190785
MGAT4B,12.01470907,12.03722963,13.31339988,13.29862119,13.65817753,13.05295737,15.60854261,14.26710585
RASGRP4,0.209696127,0.048136111,0.162758627,0.042402282,0.179870392,0.070102305,0,0.027724838
DEGS2,0.70706942,0.867902388,0.789942234,0.900214565,1.109110131,0.971769268,0.693999838,0.376535708
ZNF764,5.729381385,4.317486794,4.871090075,5.640702176,4.974897444,5.011326227,6.299636953,6.631286104
LYN,0.406551685,0.537159312,0.410282837,0.468394964,0.517007415,0.58789822,0.847341824,0.675024726
ZNF280C,5.173862006,5.61608136,4.300698912,3.878585732,4.099707749,4.29036092,6.347897011,5.593432251
REC8,13.58485771,11.95601017,7.615825043,9.597476382,10.60220695,10.14584973,9.514297264,5.159048558
PRG4,0.069560579,0.119758141,0.110434973,0.164100082,0.285903227,0.162780777,0.022344483,0.057480669
COPB1,26.46349588,28.97078809,30.01149003,28.7030174,28.25218978,28.99803782,24.98588777,26.09448961
SLC8A2,10.92362806,10.42891291,12.75573717,12.55802278,9.632211926,11.76970177,10.08985167,8.34353159
CCNO,0.161628689,0,0.034213746,0.098047953,0.173299671,0.064839788,0.155756735,0.833415685
SNHG19,18.12453083,18.98726804,14.11587141,19.53476445,19.4332778,18.00583858,24.38658613,25.432675
BICRA,5.842273196,4.63351431,4.938551685,5.260970759,4.685573396,4.898366591,6.102946015,6.079042854
SNX10,10.08973756,9.000231648,9.517888806,10.3355864,8.893465205,8.852151648,8.457723556,7.15353626
HEXIM1,12.76753507,11.13036596,13.04903728,12.0380825,11.19888466,11.30595178,10.31569071,9.777168025
CASS4,0.253797537,0.188681877,0.207570593,0.116636251,0.321600975,0.266106636,0.111171408,0.057197178
LINC00174,0.762254224,0.660596481,0.670494807,0.645696804,0.601927116,0.826458883,0.982724309,0.898857127
HCG23,0.139294743,0.216975597,0.154450848,0.194483274,0.092456632,0.166310085,0.012784208,0.105238655
VIPR1-AS1,0.033756356,0.135604529,0.131002374,0.102387192,0.048258473,0.056424465,0.206023273,0.29009986
IFT140,9.45745106,8.60953219,7.986639442,8.787367691,8.52066615,8.336171677,9.727892935,10.24418683
FAM84B,28.42704693,23.35274143,30.46530238,32.81081112,29.85319004,29.93154129,27.81141425,16.97532224
CDK5RAP2,10.70922834,10.4172395,9.965456196,10.61045178,10.38154771,10.51351115,11.42150234,11.98272593
TRBV3-1,0.897349256,0.772455323,0.633173063,0,0.481072794,0.59997533,0,0
PKIA,65.8423986,66.33771558,72.60937636,62.44647587,56.81055872,69.74834174,54.97604659,57.71142073
KIAA0586,3.617505273,3.48967665,3.555303433,3.355562166,3.072192713,3.230685109,2.62839491,3.034839352
VSIG10,1.001466845,1.115280554,0.948773817,1.033765946,1.058763441,1.17295177,1.397009208,1.361120216
FGR,0.48815214,0.086940136,0.195975629,0.068074744,0.126338154,0.067527448,0.016221297,0.033383131
BLOC1S6,16.36195791,16.99620943,17.47204911,17.08940406,16.58618278,17.63215814,15.51107977,15.04993104
ETV4,2.918188736,2.288740649,3.517603749,2.442282893,2.624805363,2.276313388,3.905793379,3.50459018
CNTN5,0.263382144,0.226724363,0.217572816,0.18185671,0.179083307,0.25770664,0.037143439,0.165621111
MAP4,22.92443205,25.04284338,24.93019891,24.50694894,23.37134457,23.70158516,21.64659015,22.07235537
XYLB,0.31469244,0.23902345,0.293887307,0.355598415,0.545819903,0.334174294,0.60651939,0.605746903
ASAP3,11.7001414,11.27263916,10.47261646,13.33465915,13.01008712,11.26391135,14.37063851,13.91536473
NUTF2,16.84505406,16.37449934,16.11275078,17.03104264,18.94677512,15.23783301,19.43049879,19.83004279
CSAG3,0.323973739,0.139441381,0.342895662,0.163775389,0,0.27076449,0,0
FBXL3,5.193758323,6.098601308,6.266173708,6.661972111,6.321331837,6.078414285,5.235827981,5.019164626
MSANTD2,2.520459545,2.024270001,1.966374444,2.167358596,1.908437115,2.0456946,2.666772629,2.885797773
SDC4,2.663143483,2.119103421,2.771313445,3.82387015,5.111007208,4.219573915,1.962534866,2.241345732
SHLD1,3.3327228,3.371663098,3.454643572,4.029528899,3.278662781,3.101223834,2.085913968,2.691500247
LILRB1,0.070060615,0.010051585,0,0.094445552,0.150239187,0.01171078,0,0
AC107375.1,1.808575047,1.466603319,2.080658907,1.563537431,1.601922809,2.024143575,2.576416074,2.625117166
ADAM9,10.3707682,11.94925698,10.24232764,12.53785534,11.23753479,12.70004918,8.991338627,10.32567341
TBL1X,6.097276983,5.519943194,5.275716771,4.720989505,6.799606614,5.037809792,6.204260852,8.048719944
ARF1,110.53824,122.8003845,121.4084744,129.3099789,121.3483274,107.3031008,102.5033319,106.2879625
TIMD4,0.07521191,0.291347297,0.398023582,0.114063502,0.080642856,0,0,0
RPN1,32.25624403,34.53825382,35.17897327,37.85525345,38.71619698,35.74388348,32.4536716,29.77763601
DLGAP1-AS2,0.885180849,0.650858366,0.722178706,0.67121569,0.830461203,0.906254127,0.479825054,0.402303052
AC004862.1,0.413429174,0.263620521,0.178271625,0.139331301,0.27910368,0.337849423,0.147559013,0
NAV3,8.239276189,7.650364906,7.866644287,7.675059203,5.960382515,7.776939931,6.869389851,5.258783135
AC091305.1,0.185524302,0.447167982,0.235631981,0.375145402,0.397841503,0.558194053,0,0.147173855
REXO2,3.035316002,2.966682293,3.011808611,3.052845862,3.084987129,3.472241655,4.052403706,3.809332051
SIRT5,3.657637123,3.171771753,3.462260761,3.425440158,3.170161526,3.190601865,4.035715181,4.063599745
GPRC5B,18.15628137,17.7886794,18.4276202,18.09957557,20.84037842,22.0357296,12.99993794,18.27353148
ZBTB7C,0.328781665,0.263275829,0.420818342,0.286028749,0.459099106,0.789840693,0.707357157,0.887084255
SPEN,19.12585571,19.9853882,19.00450327,18.50092734,16.61116059,19.69330789,20.85146372,22.48972385
AC004923.1,0.376786468,1.037903887,0.55831014,0.76189324,0.646389905,0.755767893,0.145239141,0.14944974
C22orf24,1.033520556,1.061869171,1.164457246,0.91010189,0.893669054,1.069967407,0.738947604,0.231417043
ICAM5,6.647184683,7.693801358,7.494938931,9.672182013,8.41134309,8.258108981,7.314609049,4.869321984
NCAPH2,14.53138619,13.70401112,12.26489696,15.12229049,15.56082923,13.73827651,16.73279965,17.01598119
AK4P3,1.748199099,2.106836291,0.740121578,0.972125664,1.59326899,2.542272148,0.842343601,0.173352762
GSAP,0.097451272,0.033555164,0.020628597,0.019705449,0.048761109,0.065156748,0,0.006442229
AC026120.1,0.252601554,0.054361057,0.133677466,0.063847641,0,0.126668658,0.486849131,0.751444911
TPI1P1,15.67190564,19.19568643,12.04843917,17.65804407,21.90313741,19.54919617,12.32247606,12.83434511
GAPDHP35,0.419406577,0.309456999,0.634146178,0.302883788,0.321208098,0.721076908,0,0.118824793
TNFAIP6,0.074068727,0.12751954,0.823145032,0.29954612,2.620765152,0.445706816,0.035688909,0.183617793
TRAV5,1.329028633,0.715033218,0,0,2.315618383,0.666449869,0,0
KCNAB3,3.44734938,3.121416625,2.41894921,2.620513499,3.463549054,3.226897883,3.826575703,4.24137056
STIM2,5.543871066,5.821440511,6.31557826,5.639311224,5.490431553,5.814676238,4.804138294,5.077700375
TGFBR3L,0.501454075,0.464865923,0.449089272,0.506990699,0.95125058,0.851086377,0.297376184,0.114749009
EIF4G3,15.44808813,16.39300833,16.64703766,15.77268273,14.00226303,16.666525,18.23420209,18.1585483
TTC24,0.041341294,0.177936863,0,0.041797749,0.132979472,0.103654274,0,0
MAX,12.63267216,12.86297951,12.11307951,12.54526873,12.256895,13.1990171,11.63945824,10.18363346
CAMK4,8.063219582,7.635793983,6.478484765,5.959045823,6.071650514,7.3277864,6.129530305,4.985755054
MICALL1,9.582902166,8.240709911,9.634431567,10.87750689,9.360847914,8.559324664,11.85976882,10.7753062
LINC01550,0.339867835,0.301169547,0.095219488,0.121277775,0.182204608,0.090227059,0.05779773,0.059473332
ANKRD40,6.765465616,6.156039338,6.305419153,7.084020179,6.943659266,7.148015015,7.809666484,8.155659376
COL27A1,1.964849308,2.119622633,1.508821806,1.758302317,2.420496371,1.949608855,2.33258962,2.777448837
MED19,15.20346447,15.04518269,16.48712492,16.09579636,15.09873149,14.37287731,13.24005275,12.69709701
KAT2B,5.314227377,5.378714909,5.053359389,5.037096094,5.864892718,5.215200895,4.431005429,4.518294828
UCHL1,142.0930788,146.912066,158.3389087,151.6417282,143.0665938,147.6726747,168.4903878,162.3215406
GAPDHP1,5.004024226,5.659932591,8.929787768,9.177288361,8.235200347,9.978843418,5.382952776,4.558142707
PHC1,20.66388558,21.8298115,18.65926708,19.79501223,17.12147817,18.94249698,22.58738141,23.30885871
NDUFA4,34.48448085,36.62128284,39.24858379,39.37094029,40.60677372,34.7333581,33.24751037,32.17304908
UPP1,2.261410311,1.528736958,2.28530931,2.040948358,1.94524242,2.895860827,1.366650501,1.596307379
CHTF18,5.742949285,5.335047035,4.697398151,5.426596191,5.765500765,5.13513368,6.839300368,6.086818099
NTRK1,0.093971722,0.069336554,0.241546221,0.705783196,0.431816948,0.390445378,0.064684099,0.106494948
BUB1B,7.603611535,9.278179019,5.849105925,6.934658308,7.662377567,6.223772239,8.598961894,10.49353534
SCUBE3,1.04139764,1.265985947,1.405121721,0.667101955,1.022835576,1.29158637,1.371281791,2.065315761
TTN,0.009338589,0.013539091,0.018727609,0.01043556,0.016336862,0.028097369,0.005210132,0.008772836
HNF4G,0.133843083,0.230429348,0.077269247,0.098415173,0.091323085,0.122029939,0.035176521,0.024130878
ALPK1,3.771961183,3.843275989,3.88178755,3.026901389,3.545782971,3.654470424,3.186847258,2.789938653
RPS6,226.4754894,285.1702118,247.6162777,234.1389443,305.9215281,232.3862074,304.5625195,313.5629548
LINGO2,1.344304824,1.764734857,2.009733151,2.480444152,1.333272052,2.140299926,1.052566422,1.299697391
HIST2H3DP1,0.983992353,1.089050593,1.190243595,0.99485675,0.753603616,0.986858461,0,0.278781245
SEMA3B,1.247001207,1.160714117,1.180338655,1.178768251,1.31530484,1.392981905,1.660883108,1.648714604
ITGA5,1.944868613,1.567882789,2.458716214,2.535957174,3.591358353,2.832917698,1.546968414,1.783140328
AKR1B1,20.22738004,19.43389955,22.66015675,20.93532742,20.26608963,18.17113808,24.28096855,23.17875629
TMEM17,0.862843539,0.658348492,0.664173488,0.634451138,0.862069971,0.786687975,1.303937725,1.108393844
PALD1,5.122376878,6.056072342,5.869952167,7.658072467,7.501954412,5.111546134,7.954959816,8.363804575
AC011511.5,0,0.031275762,0.038454593,0.091834289,0.116868259,0.163972754,0,0
CYP39A1,0.225563201,0.469241986,0.378000859,0.304071567,0.362776205,0.263923574,0.452851068,0.969237527
ZNF75A,3.858353248,2.884324991,2.947635385,2.735067276,3.110495886,3.069488075,3.976774865,3.847547682
TJAP1,4.372131577,3.733744143,3.516524468,3.999413948,4.083254909,3.906359181,4.982385548,4.559092785
PCDHA4,1.166064408,1.408274947,1.257194797,1.939970662,1.287585606,1.518553631,0.863740632,1.208052062
SH3PXD2A,6.794822809,6.384353756,6.286138511,6.663649448,7.429470092,7.173803358,7.971647208,7.753893877
NETO2,7.894938169,8.942608195,8.389141062,7.903076514,7.710711824,7.416203546,8.896222604,10.04551567
AP3D1,22.16745076,21.32059201,22.36989112,23.61347138,21.92637412,22.46353123,25.56256105,24.23678119
AC018647.2,2.01885778,1.905665673,2.122034295,2.069302039,1.776494923,2.276084983,2.5761274,2.747455548
EVX2,0.083479315,0,0.058903323,0.168802043,0,0.097676212,0,0
HIST1H2AC,10.9732508,10.29099127,10.38965632,10.63361788,8.119401258,10.12620233,8.682653614,6.952817625
ZNF574,7.243861164,8.652239071,9.457666424,8.755665354,7.793805417,6.611365529,6.413058258,6.53684065
AC036176.2,0.557892332,0.698537222,0.322078059,0.461497171,0.706936401,0.356056478,0.195499694,0.050291846
TRAV9-2,0.890516647,0.511049122,0.785439936,0.150058161,1.273092809,0,0,0
LRRC6,1.684010363,1.087221135,1.024860576,1.000279706,1.196216884,1.266686577,1.886540381,1.878612278
ADGRF5,0,0.007569675,0.037228672,0.017781328,0.065999811,0.105830235,0,0
MAPK12,3.294930494,3.023291554,2.620455657,2.616113723,3.020555884,2.327482821,4.203736118,3.119604732
REPS2,0.325706602,0.631955094,0.459639645,0.548837956,0.559869322,0.508130464,0.662622284,0.856135207
TPTEP2,1.776639678,2.026082179,1.607184288,1.120740801,2.051461289,1.629522714,2.516925303,2.454375314
HIGD2A,62.67921864,65.93719493,71.89926579,66.38051879,76.30981187,66.37361813,58.96796112,57.11843763
SRSF2,57.29492214,53.40835984,55.6151873,54.16497785,58.39791068,50.40543487,63.45058569,61.27310533
RGR,0.206099365,0.307518046,0.218136749,0.236158262,0.324106217,0.165359742,0.423705164,0.544985893
FLRT3,3.132307945,4.432489539,3.553760067,3.588385039,4.542414765,4.802548192,4.332324078,6.73715971
SUPT5H,21.2874152,19.26463726,21.52662786,21.46724904,18.15572543,18.97421981,18.0607788,16.72323051
RFPL1S,5.035515917,4.278477825,4.836135673,5.336241448,4.089336105,4.55451692,3.8640884,3.781929212
NXPH2,0.333520493,0.765602107,0.058833334,0.843007349,0.476804721,0.947727191,1.499884061,1.874088371
OTUD1,8.672897386,8.770163993,7.42796412,10.64333424,7.888248852,7.858336953,7.243436977,6.1288151
KLRC4-KLRK1,0.135364027,0.116523932,0.071635031,0.045619533,0,0.135758307,0,0
PLXND1,42.82807735,35.43016762,36.79365875,37.7152958,30.22314222,31.20282975,33.11261517,23.41968582
NAAA,1.914707319,1.388565965,1.443560745,1.697181694,2.06702706,1.644079068,1.33962669,1.001336717
RAB11FIP3,16.6072826,15.64257694,14.17740843,15.28379307,15.06701409,14.59458748,17.60076753,17.33995514
LINC01315,15.23085694,13.30966331,14.4106841,13.06583766,13.70785349,10.1371917,17.47959372,16.93370531
SSR1,10.17645504,11.39032984,9.549216656,10.88791023,11.29801159,11.182781,9.121514626,9.610767874
UBA2,32.54809063,34.89706626,32.39242382,34.24585899,37.34643533,35.79756233,37.98985383,40.48818476
RPS3AP37,0.784929662,0.878387115,0.332309621,0.238078854,0.168321667,1.023380739,0,0.077834227
AC098850.3,0.112941765,0.051470694,0.042189957,0.006716987,0.049863525,0.033314922,0.006402271,0
ARAP1,2.815380443,3.057209164,3.342039989,3.055380345,4.147216505,3.445286781,2.532639605,2.702109383
HSPA4L,10.81887176,13.2375839,11.58390419,11.69128815,11.99395075,11.74364843,13.02985443,14.31574439
LINC00265,4.974790966,4.767194179,4.172539345,3.814993899,3.864643852,3.351290772,5.427234691,5.60318979
ZMYM4,17.9782971,18.35272497,17.34483919,17.7515645,16.62812039,17.13334808,19.35169587,19.9809631
NUB1,11.09889962,11.5449784,10.96933425,11.59294275,12.98955815,11.9441217,9.550084193,10.61996313
ST20,0.905781596,1.029222535,1.188768696,0.84251986,0.699254507,0.472378346,1.606089341,1.652651149
KIAA1217,2.045378386,2.175257157,1.643674971,1.794421787,2.471557664,2.20871366,2.675023565,2.618433562
RANBP17,0.847960266,1.413972482,1.072467553,0.975945982,1.06929927,1.192741654,1.423595254,1.560056288
AK4,7.847898293,7.280393116,5.513004776,7.052931581,8.000887666,10.42469012,5.592147761,5.976175206
LINC00643,5.851509288,2.898498251,3.870794353,3.519069366,2.771935145,2.959572075,3.062519364,1.37556931
BCL10,4.292722193,4.850706073,5.14655351,4.967451532,4.643425449,4.165528157,4.039145183,3.528411914
LLGL1,24.18199432,23.56149711,20.76453288,26.07892382,24.76633477,23.54561967,25.78237628,30.00657187
SGCD,0.160226808,0.066585104,0.257301337,0.089377045,0.349517142,0.14407004,0.314135906,0.514997251
LIMD2,11.73242389,9.791841194,9.717605242,7.949508962,13.38565195,8.726069017,7.529539911,7.98001767
NPTX1,16.91591927,13.88566134,13.4348546,13.05414214,12.50628979,12.64296067,12.50976382,9.619720555
FAM228A,0.774533243,0.577835233,0.737793381,0.704776475,0.885825283,1.087504953,1.24399088,1.510465095
AC007250.1,0.692038578,0.744649978,1.464915194,0.87459934,2.226029142,1.041081453,0.166724222,0
HSD11B1,0,0.033270548,0.53179423,0.156306452,0.331525821,0.038762451,0,0
GNB2,87.74659186,93.82276958,97.00922737,102.8080657,105.8457248,88.67958781,86.62983548,80.39360256
LRRC10B,2.31906213,1.99629283,2.98445938,2.904190076,2.543030137,1.955800608,5.129906692,2.587049752
ZYX,33.01731558,34.17571289,29.95093159,31.54806916,34.57313497,26.71311757,28.69428235,24.14716357
LRRFIP1,5.626120706,5.502913909,5.16422303,4.962926854,5.742610259,5.070865354,4.810892485,4.385165036
TBCD,7.671201148,7.357885006,6.428686136,6.215195005,7.831691779,6.602507934,8.370131935,8.373068953
SYNM,1.27888623,1.023634202,1.583135105,1.98865926,1.587743257,1.830158792,1.037831092,1.090166946
ZNF528,5.169033285,3.812258698,3.685987668,3.41706885,3.454738076,3.953383751,5.503150231,4.670190482
AC118344.2,0.662701371,0.58103014,0.831297101,0.496309888,0.539494786,0.65232365,1.064375828,0.900524853
PRSS27,0.829604767,0.722641239,0.898964593,0.828779257,0.889509365,0.663635945,0.485389652,0.597395109
GLI1,0.041729729,0.011973915,0.029444656,0.042190472,0.298286493,0,0.187663895,0.648279128
RABL2A,3.59156273,4.398739635,3.976459627,3.385200216,3.69436361,3.836301978,4.952441989,4.468666617
NEDD4L,12.6402006,13.72444303,14.33583801,13.18960943,12.48967499,13.87651335,15.01557214,15.22830773
UBE4B,7.700445479,6.926484794,7.600972792,6.626067316,6.656017351,6.977572428,7.803453397,8.836461448
AC017000.1,0.505858649,0.174181102,0.214161477,0.306866343,0.325431596,0.405865664,0,0
AC002467.1,2.793121151,3.836763608,3.711044055,3.605055817,3.377124496,3.099262807,2.577109156,1.59109296
NCR3LG1,8.410988291,9.179436073,8.873397265,9.339547214,7.635392905,7.852473019,10.2411868,9.979658416
SCT,0.79886967,0.412609332,0.338211295,0.646152081,0.513932958,0.320478626,0,0
PCOLCE-AS1,0.302654949,0.372187346,0.480497599,0.480851807,0.34768847,0.563710647,0.249993879,0.085747133
DBI,16.52466211,19.08001592,17.19377794,22.83384019,20.29185114,15.75467304,14.98099197,14.88374067
ZNF805,3.314406721,3.252139984,3.213610531,2.55425992,2.609386122,3.021873368,2.099548936,2.252349148
HCG11,0.277192067,0.044187446,0.15212383,0.124556704,0.209146172,0.092666485,0.02968019,0.05090107
PMAIP1,7.613817725,7.139710655,8.418510403,7.909508593,9.566281387,8.00336219,6.227802398,6.667798766
