gene_name,padj
HIST1H1E,0.999983252255919
ZNF697,0.999983252255919
AC019171.1,0.999983252255919
RAB36,0.999983252255919
VDAC1,0.999983252255919
CHRNA6,0.999983252255919
UPK3A,0.999983252255919
AEBP2,0.999983252255919
RGPD2,0.999983252255919
AP000553.2,0.999983252255919
PCDHA4,0.999983252255919
ADM,0.999983252255919
FAM126A,0.999983252255919
DCAF6,0.999983252255919
AC138028.6,1.0
HDAC11-AS1,1.0
FRMPD3-AS1,1.0
AC083837.2,0.999983252255919
AL133445.1,1.0
RPS3A,0.999983252255919
NR2C2AP,0.999983252255919
TMEM41A,0.999983252255919
PRELID3A,0.999983252255919
AL049747.1,1.0
AC109460.2,1.0
AC018761.4,1.0
CEP76,0.999983252255919
CX3CL1,0.999983252255919
AC024560.1,0.999983252255919
VXN,0.999983252255919
AL133481.2,1.0
FAM3C,0.999983252255919
AHCTF1,0.999983252255919
C2orf40,0.999983252255919
RBMXL1,0.999983252255919
AL359541.1,0.999983252255919
NRM,0.999983252255919
ARHGAP40,0.999983252255919
BUD23,0.999983252255919
TOB1-AS1,0.999983252255919
AC087071.2,0.999983252255919
NDUFA12,0.999983252255919
TDRD7,0.999983252255919
AC011337.1,0.999983252255919
FBXO39,1.0
AL162632.3,1.0
LINC01117,1.0
FBXO5,0.999983252255919
AL390334.1,0.999983252255919
MARCKSL1,0.999983252255919
DENR,0.999983252255919
CRHR1,0.999983252255919
MIR154,1.0
AC027763.2,1.0
AL359694.2,0.999983252255919
AC097478.1,0.999983252255919
RNF135,0.999983252255919
LINC01305,0.999983252255919
RNA5SP465,0.999983252255919
AC016405.3,0.999983252255919
SLC44A5,0.999983252255919
NDUFS5,0.999983252255919
HMGB1P14,1.0
CDH24,0.999983252255919
RN7SL23P,1.0
FAIM2,0.999983252255919
CCSER2,0.999983252255919
AC245060.5,0.999983252255919
AC016588.1,0.999983252255919
GEN1,0.999983252255919
XXYLT1,0.999983252255919
MAN1B1,0.999983252255919
LINC02175,0.999983252255919
DCK,0.999983252255919
UTP14A,0.999983252255919
CLEC20A,1.0
TNFSF13,0.999983252255919
RPS7P1,0.999983252255919
MRPL19,0.999983252255919
LINC01778,0.999983252255919
USP51,0.999983252255919
SLC29A1,0.999983252255919
ROGDI,0.999983252255919
HM13-AS1,1.0
SAT1,0.999983252255919
ONECUT1,0.999983252255919
PPP1R1B,0.999983252255919
OSBPL2,0.999983252255919
MON2,0.999983252255919
OTC,1.0
PAQR9-AS1,0.999983252255919
ZIC5,0.999983252255919
AL031005.1,1.0
ATP10A,0.999983252255919
AC009159.2,1.0
NRARP,0.999983252255919
SRPK3,0.999983252255919
SOAT1,0.999983252255919
AL360270.3,0.999983252255919
HCRT,0.999983252255919
C18orf15,1.0
DIRC3-AS1,1.0
AL020996.1,0.999983252255919
GGNBP2,0.999983252255919
PLPP6,0.999983252255919
AL139407.1,0.999983252255919
AC132938.5,0.999983252255919
AF186192.1,1.0
ACSM5,0.999983252255919
DIAPH2-AS1,1.0
PPP1R9A,0.999983252255919
CFAP77,0.999983252255919
RPL7AP26,1.0
GPX8,0.999983252255919
AC022167.3,1.0
TNKS2,0.999983252255919
AC006116.4,0.999983252255919
LINC02106,1.0
AC131212.2,0.999983252255919
AL031658.1,0.999983252255919
INIP,0.999983252255919
LINC02593,0.999983252255919
BCCIP,0.999983252255919
AC068790.6,0.999983252255919
AL109809.1,0.999983252255919
AF131215.4,0.999983252255919
AFAP1-AS1,0.999983252255919
CDHR3,0.999983252255919
AC016738.1,0.999983252255919
AP002765.1,1.0
GBE1,0.999983252255919
NOC2LP2,1.0
AP000662.1,0.999983252255919
KRT16,0.999983252255919
RASGRF2,0.999983252255919
ATP8B2,0.999983252255919
TM2D1,0.999983252255919
RANP1,0.999983252255919
AP4E1,0.999983252255919
FAM207BP,0.999983252255919
TGFB2,0.999983252255919
RNU6-343P,1.0
LINC00621,0.999983252255919
ZDHHC2,0.999983252255919
NIPAL3,0.999983252255919
PIGF,0.999983252255919
RPS16P5,1.0
C14orf93,0.999983252255919
AL353796.1,0.999983252255919
RPH3AL,0.999983252255919
SNX31,0.999983252255919
AL365205.3,0.999983252255919
MRTFB,0.999983252255919
RN7SL771P,1.0
NBPF1,0.999983252255919
AC234782.2,0.999983252255919
MAF1,0.999983252255919
MAST4,0.999983252255919
NECTIN2,0.999983252255919
SENP6,0.999983252255919
AL590648.3,1.0
HTR3B,1.0
RAD21L1,1.0
SELENOTP1,0.999983252255919
SNORD116-6,1.0
IARS2,0.999983252255919
COL11A1,0.999983252255919
AC024337.2,0.999983252255919
AC112184.1,0.999983252255919
AL137918.1,0.999983252255919
AC063952.1,0.999983252255919
CD40,0.999983252255919
AL391811.1,1.0
SELENOT,0.999983252255919
AC073569.3,1.0
AC009065.1,0.999983252255919
AC240565.2,0.999983252255919
MRPS22,0.999983252255919
AC100823.1,1.0
DIRC3,0.999983252255919
ZNF669,0.999983252255919
ZNF235,0.999983252255919
SMPD5,0.999983252255919
LINC00989,0.999983252255919
OGFRP1,1.0
Z97986.1,0.999983252255919
AC022415.1,0.999983252255919
DDX11-AS1,0.999983252255919
LINC02580,0.999983252255919
GRK2,0.999983252255919
AC104793.1,0.999983252255919
AC021092.1,0.999983252255919
RACK1,0.999983252255919
AL137145.1,0.999983252255919
AL137060.1,0.999983252255919
QRICH1,0.999983252255919
AC009754.1,1.0
DGKZP1,0.999983252255919
SH3GL2,0.999983252255919
AL357033.2,0.999983252255919
MAP4K4,0.999983252255919
TMA16,0.999983252255919
CRYM-AS1,0.999983252255919
HBS1L,0.999983252255919
STK32C,0.999983252255919
AC074044.1,0.999983252255919
MIR1-1HG-AS1,0.999983252255919
SPRY2,0.999983252255919
AL009176.1,1.0
AC098934.2,0.999983252255919
NOP14-AS1,0.999983252255919
SPATA9,0.999983252255919
AC025594.2,0.999983252255919
KCNH5,0.999983252255919
LINC02273,1.0
PRSS21,1.0
LIM2,1.0
AC022210.1,1.0
LINC00904,1.0
AC097381.2,1.0
SLC25A27,0.999983252255919
ALDH7A1,0.999983252255919
TP53I3,0.999983252255919
C1orf56,0.999983252255919
SLC6A8,0.999983252255919
RHOT1,0.999983252255919
XPO4,0.999983252255919
FAM210A,0.999983252255919
ZFP28,0.999983252255919
MRI1,0.999983252255919
AC009163.3,0.999983252255919
ULBP1,0.999983252255919
KRTAP5-9,1.0
TRBV18,1.0
AL035446.1,1.0
GYPA,1.0
NPS,1.0
UNK,0.999983252255919
AC007193.3,0.999983252255919
AC009318.3,0.999983252255919
LINC01948,1.0
SUB1,0.999983252255919
TRAPPC13P1,0.999983252255919
CFAP126,0.999983252255919
ATOH7,0.999983252255919
ZFYVE21,0.999983252255919
RNU6-172P,1.0
AL391427.1,1.0
XKR4,0.999983252255919
CRTC2,0.999983252255919
PRL,1.0
GSTA1,1.0
PLOD3,0.999983252255919
MAGEE2,0.999983252255919
AURKC,0.999983252255919
ZNF667,0.999983252255919
GDAP1,0.999983252255919
GCNA,0.999983252255919
AC244154.1,0.999983252255919
ATP12A,0.999983252255919
WDR19,0.999983252255919
UBE2Q2,0.999983252255919
AC007920.2,0.999983252255919
ALDH3A2,0.999983252255919
PRKAR2A,0.999983252255919
AL450447.1,1.0
SERP2,0.999983252255919
AL137781.1,1.0
SPART,0.999983252255919
FBXO21,0.999983252255919
YBX1P1,0.999983252255919
COPS2,0.999983252255919
LINC01278,0.999983252255919
AC243571.2,1.0
ZNF843,0.999983252255919
IPO5,0.999983252255919
ZNF503,0.999983252255919
EEF1A1P10,1.0
AC116407.2,0.999983252255919
PIGFP1,1.0
TSHZ1,0.999983252255919
SLC35E2A,0.999983252255919
TSPOAP1-AS1,0.999983252255919
AL445183.3,0.999983252255919
MVB12A,0.999983252255919
MT-TF,1.0
AC092164.1,0.999983252255919
LINC01901,0.999983252255919
RN7SL4P,0.999983252255919
ENPP7P2,0.999983252255919
CFAP46,0.999983252255919
AC010735.2,0.999983252255919
AL442067.1,0.999983252255919
PHBP4,0.999983252255919
AL109614.1,0.999983252255919
AC103724.3,0.999983252255919
HNMT,0.999983252255919
BBS10,0.999983252255919
HOXD9,0.999983252255919
NUP107,0.999983252255919
CYCSP45,1.0
LRRC8C,0.999983252255919
AC139887.2,0.999983252255919
GOLGA2P8,0.999983252255919
CAV3,1.0
LHFPL6,0.999983252255919
PIP5K1C,0.999983252255919
AC139100.2,0.999983252255919
TRBV24OR9-2,1.0
WDR90,0.999983252255919
TMCC1,0.999983252255919
MAP3K2,0.999983252255919
MRPL40P1,1.0
AC110491.2,1.0
AC008734.1,1.0
AC120042.2,1.0
AC005050.1,1.0
BTG4,1.0
ZBTB46,0.999983252255919
AC012186.2,0.999983252255919
MIR3613,0.999983252255919
UBAP2L,0.999983252255919
CR559946.2,1.0
FGF13-AS1,0.999983252255919
B9D2,0.999983252255919
ZNF725P,1.0
FTH1P22,1.0
AC007221.2,1.0
AL031666.2,1.0
HSPA8P14,1.0
MIR6855,1.0
NRBF2P5,1.0
LINC02260,1.0
CSPG4P11,0.999983252255919
ATP5MD,0.999983252255919
HHIP-AS1,0.999983252255919
AL162632.1,1.0
PHYHD1,0.999983252255919
SH3BP4,0.999983252255919
CCDC141,1.0
AL160153.1,0.999983252255919
AC244258.1,1.0
AL157394.1,0.999983252255919
PSMA3,0.999983252255919
AC103739.2,0.999983252255919
AKAP17A,0.999983252255919
FAM110D,0.999983252255919
IRF2BP1,0.999983252255919
ERICH6-AS1,0.999983252255919
RPL21P32,1.0
APELA,0.999983252255919
TXNRD1,0.999983252255919
SPIN1,0.999983252255919
CNOT6LP1,0.999983252255919
SLC26A8,0.999983252255919
MARCO,0.999983252255919
YIF1B,0.999983252255919
AL137784.2,0.999983252255919
AC025154.2,1.0
AL158198.1,1.0
AL031713.1,1.0
CD177,1.0
AP001107.3,1.0
COL3A1,0.999983252255919
AL035701.1,0.999983252255919
DDX4,0.999983252255919
PCDHA3,0.999983252255919
LCNL1,0.999983252255919
SLC22A11,0.999983252255919
AL590399.4,0.999983252255919
WDFY3-AS1,1.0
AC018541.1,0.999983252255919
AC011405.1,0.999983252255919
AC005740.4,0.999983252255919
ANLN,0.999983252255919
KIAA0753,0.999983252255919
LINC02306,1.0
AC103760.1,0.999983252255919
AC004951.1,0.999983252255919
CDCA5,0.999983252255919
AC010980.2,0.999983252255919
CRACR2B,0.999983252255919
NDUFB8,0.999983252255919
WIPF1,0.999983252255919
LINC002481,1.0
PHEX,0.999983252255919
RN7SL75P,0.999983252255919
SMKR1,0.999983252255919
HADH,0.999983252255919
SNORA53,0.999983252255919
AP001107.7,0.999983252255919
AL023803.3,1.0
PEX14,0.999983252255919
USE1,0.999983252255919
AL139811.1,0.999983252255919
AC116351.1,0.999983252255919
WEE1,0.999983252255919
GLS2,0.999983252255919
PDCD4,0.999983252255919
TRBV12-4,1.0
AC087301.1,0.999983252255919
YTHDF3-AS1,0.999983252255919
CYP3A5,0.999983252255919
FAM135A,0.999983252255919
ALKBH2,0.999983252255919
AC004556.1,0.999983252255919
AC112484.2,0.999983252255919
MAPKAP1,0.999983252255919
CDH10,0.999983252255919
AC023194.3,1.0
AADAC,1.0
AGAP3,0.999983252255919
POPDC3,0.999983252255919
CDK12,0.999983252255919
AC037459.2,0.999983252255919
NEXN,0.999983252255919
SMIM22,1.0
ADM2,0.999983252255919
C6orf203,0.999983252255919
ATP13A5,1.0
ZNF778,0.999983252255919
AC139749.1,0.999983252255919
TFAP4,0.999983252255919
GHRL,0.999983252255919
ZBTB8OS,0.999983252255919
ITGA3,0.999983252255919
HFE,0.999983252255919
TBC1D5,0.999983252255919
NEIL3,0.999983252255919
IRF6,0.999983252255919
SLC2A8,0.999983252255919
AC009487.1,1.0
POLD1,0.999983252255919
TOMM40L,0.999983252255919
AC068831.1,0.999983252255919
HSD17B13,0.999983252255919
VKORC1L1,0.999983252255919
ARHGAP19-SLIT1,0.999983252255919
ANTXR1,0.999983252255919
MIR222HG,0.999983252255919
PDZD9,1.0
AC026403.1,0.999983252255919
TAF11,0.999983252255919
SALL1,0.999983252255919
SELENOP,0.999983252255919
AC103703.1,0.999983252255919
HYOU1,0.999983252255919
NBPF20,0.999983252255919
TIMM13,0.999983252255919
NBPF25P,0.999983252255919
HOMEZ,0.999983252255919
SNX21,0.999983252255919
AL157713.1,0.999983252255919
GAPDHP21,0.999983252255919
OR2H2,1.0
TFAMP1,0.999983252255919
CFAP298,0.999983252255919
JAK1,0.999983252255919
PLS1,0.999983252255919
DNM1P35,0.999983252255919
LRRC37A2,0.999983252255919
XRCC1,0.999983252255919
AL158152.1,0.999983252255919
IL12A-AS1,0.999983252255919
HEY1,0.999983252255919
CALCB,0.999983252255919
AL353759.1,0.999983252255919
MGAT4A,0.999983252255919
LAMA4,0.999983252255919
PCSK1,0.999983252255919
AP5S1,0.999983252255919
GTF2H5,0.999983252255919
AC016949.1,0.999983252255919
ASPN,0.999983252255919
AC005363.2,0.999983252255919
RPL13AP20,0.999983252255919
LACTBL1,0.999983252255919
LYPLAL1-DT,0.999983252255919
EPHA1,0.999983252255919
LINC01358,0.999983252255919
RMND5B,0.999983252255919
PRSS55,1.0
SCD,0.999983252255919
AC095060.1,1.0
RNA5SP108,1.0
PDXK,0.999983252255919
LINC00960,0.999983252255919
AL139220.2,0.999983252255919
LNX2,0.999983252255919
UBE2J2,0.999983252255919
AL136040.1,0.999983252255919
LINC01915,0.999983252255919
NDUFAF3,0.999983252255919
NACC1,0.999983252255919
RPL35P2,0.999983252255919
GPSM2,0.999983252255919
LINC01907,1.0
GAS1,0.999983252255919
ARHGEF7-AS1,1.0
ZNF597,0.999983252255919
BIRC6-AS2,1.0
AC073869.3,1.0
RPL9P9,0.999983252255919
SHISA2,0.999983252255919
SERAC1,0.999983252255919
AC092134.2,0.999983252255919
FAM200A,0.999983252255919
AC073585.1,0.999983252255919
AL049838.1,0.999983252255919
SNORA11F,0.999983252255919
SEC61A2,0.999983252255919
ARID3C,0.999983252255919
RNU6-103P,1.0
FAM92B,0.999983252255919
SOX21,0.999983252255919
AP000445.1,1.0
ADAMTS3,0.999983252255919
AC022400.7,0.999983252255919
NINL,0.999983252255919
UBE2R2-AS1,0.999983252255919
RF00019,0.999983252255919
SLCO1B3,1.0
RSRC2,0.999983252255919
RFFL,0.999983252255919
CIRBP-AS1,0.999983252255919
GNAO1,0.999983252255919
GPR89B,0.999983252255919
C6orf222,1.0
AL391095.3,0.999983252255919
AC027117.1,1.0
RMC1,0.999983252255919
AC116158.1,0.999983252255919
C1QL3,0.999983252255919
PNKP,0.999983252255919
UBAP1L,0.999983252255919
SMURF2P1,0.999983252255919
AC117944.1,1.0
MEF2B,0.999983252255919
SMARCAL1,0.999983252255919
AC138811.1,0.999983252255919
AP001628.2,1.0
AC107032.2,0.999983252255919
SLC25A21,0.999983252255919
FREM2,0.999983252255919
AP003049.2,1.0
UBXN2B,0.999983252255919
SULT1C2,0.999983252255919
SNAPC3,0.999983252255919
RNU6-1285P,0.999983252255919
CREB3L1,0.999983252255919
BCAR1,0.999983252255919
AC018362.2,0.999983252255919
RAB5IF,0.999983252255919
SSH3,0.999983252255919
AL354794.2,1.0
NR1H3,0.999983252255919
MYPOP,0.999983252255919
PAGR1,0.999983252255919
RARRES2P1,1.0
WDR66,0.999983252255919
SFRP5,0.999983252255919
GRAPL,1.0
AC115522.1,0.999983252255919
CEP128,0.999983252255919
AC026336.2,1.0
AC103591.4,1.0
GRAMD4,0.999983252255919
AP002761.3,0.999983252255919
SPATA41,0.999983252255919
AC079385.1,0.999983252255919
ZNF592,0.999983252255919
RSAD1,0.999983252255919
PAPPA,0.999983252255919
EIF1P6,1.0
AL078644.1,0.999983252255919
AL513329.1,0.999983252255919
AC010504.1,0.999983252255919
TIPARP-AS1,0.999983252255919
AC010616.1,0.999983252255919
VSTM2L,0.999983252255919
AC090004.1,0.999983252255919
AC114490.1,0.999983252255919
MOB3A,0.999983252255919
SEMA6B,0.999983252255919
MIR497HG,0.999983252255919
AC025171.3,0.999983252255919
AC010547.1,0.999983252255919
RBMS2,0.999983252255919
C15orf61,0.999983252255919
AC010478.1,0.999983252255919
AL662797.1,0.999983252255919
SPNS1,0.999983252255919
AL133230.1,0.999983252255919
GPR62,0.999983252255919
AMACR,0.999983252255919
AC012506.2,1.0
ZACN,0.999983252255919
UTP4,0.999983252255919
FSD1L,0.999983252255919
AL162431.1,1.0
AC091167.2,1.0
MRPS25,0.999983252255919
NDN,0.999983252255919
SLU7,0.999983252255919
MCU,0.999983252255919
PRR33,1.0
AL136295.4,1.0
AC021087.1,0.999983252255919
AC096649.1,1.0
PRDM9,1.0
AC004923.4,0.999983252255919
ZCCHC14,0.999983252255919
FOLH1B,1.0
ZDHHC21,0.999983252255919
AC233992.2,0.999983252255919
SYT3,0.999983252255919
AL031009.1,0.999983252255919
DNAJC10,0.999983252255919
ROBO4,0.999983252255919
SRSF12,0.999983252255919
RPL23AP82,0.999983252255919
MICU3,0.999983252255919
AC011481.2,1.0
STRADB,0.999983252255919
FAM131A,0.999983252255919
ZNF239,0.999983252255919
DSCAML1,0.999983252255919
AC002454.1,0.999983252255919
AC092296.2,1.0
KRT18P63,1.0
AC095052.1,1.0
LPAR1,0.999983252255919
ZNF555,0.999983252255919
STEAP3,0.999983252255919
AP002761.4,0.999983252255919
CEPT1,0.999983252255919
SNORD91A,0.999983252255919
TARBP1,0.999983252255919
COL1A2,0.999983252255919
APOD,0.999983252255919
GTF2H1,0.999983252255919
HOXD1,0.999983252255919
PSMA3-AS1,0.999983252255919
AC074281.2,1.0
PLEKHH1,0.999983252255919
SON,0.999983252255919
AC090229.1,1.0
AC096677.1,0.999983252255919
ZNRF4,0.999983252255919
SNHG1,0.999983252255919
ARHGEF25,0.999983252255919
LINC01201,0.999983252255919
ATP2B4,0.999983252255919
ZNF500,0.999983252255919
AC004466.3,1.0
CDR2,0.999983252255919
NAGK,0.999983252255919
MT1L,1.0
LINC01616,0.999983252255919
AP002784.1,1.0
AC010207.1,0.999983252255919
NRP2,0.999983252255919
NHP2P1,1.0
RN7SKP173,0.999983252255919
CUL4A,0.999983252255919
E2F3,0.999983252255919
PSMB6,0.999983252255919
AC063943.1,0.999983252255919
RHBDL2,1.0
ENAM,1.0
SPANXA2-OT1,0.999983252255919
SHISA7,0.999983252255919
AC010197.2,1.0
AC079331.1,1.0
AC130343.1,1.0
TCEAL8,0.999983252255919
ANO2,0.999983252255919
AC004678.1,1.0
B3GAT2,0.999983252255919
AC027031.2,0.999983252255919
AC105749.1,0.999983252255919
AL627095.1,1.0
DEFB109F,1.0
LINC01030,1.0
PSAPL1,1.0
NPEPPS,0.999983252255919
ABCB1,0.999983252255919
RPS20P14,0.999983252255919
LINC02094,0.999983252255919
AC087257.2,1.0
AC093390.1,1.0
MIR4672,1.0
PPP1R3G,0.999983252255919
FJX1,0.999983252255919
AC068875.1,0.999983252255919
AC073046.1,0.999983252255919
AL139095.2,0.999983252255919
AMPD3,0.999983252255919
LINC01351,0.999983252255919
NEURL1,0.999983252255919
FGF3,1.0
UNC50,0.999983252255919
CRYBA2,0.999983252255919
ANKRD66,0.999983252255919
DUSP8P4,0.999983252255919
GGNBP1,1.0
LIPE,0.999983252255919
CCM2,0.999983252255919
AKAP1,0.999983252255919
RPS6P25,0.999983252255919
AP3M1,0.999983252255919
KCNK9,0.999983252255919
AC025580.3,0.999983252255919
AC021739.3,0.999983252255919
SLC9B1,0.999983252255919
AL160291.1,0.999983252255919
AP002530.1,1.0
WNK1,0.999983252255919
OXA1L,0.999983252255919
TK2,0.999983252255919
ZNF844,0.999983252255919
AC018362.1,0.999983252255919
AL020997.3,0.999983252255919
PCDHGB6,0.999983252255919
LINC01970,0.999983252255919
GMNN,0.999983252255919
WDFY3,0.999983252255919
AP003486.1,0.999983252255919
VPS50,0.999983252255919
RYKP1,0.999983252255919
CCDC84,0.999983252255919
AC016590.2,0.999983252255919
NOP14,0.999983252255919
EPHA5,0.999983252255919
FAM114A2,0.999983252255919
BRD2,0.999983252255919
SUMF2,0.999983252255919
AC019117.1,1.0
HYAL3,0.999983252255919
AC004771.5,0.999983252255919
PHF5A,0.999983252255919
STRA6,0.999983252255919
GJD2,0.999983252255919
ACY1,0.999983252255919
CPT2,0.999983252255919
BTBD16,1.0
BRD7P2,0.999983252255919
INHBC,0.999983252255919
ANKRD20A18P,1.0
LINC00487,0.999983252255919
LINC01996,1.0
LILRB2,1.0
HIST1H1PS1,1.0
RPL23AP90,1.0
AC010336.4,0.999983252255919
AGBL5,0.999983252255919
MYL5,0.999983252255919
AC004540.1,0.999983252255919
OR5AQ1P,1.0
AC008738.4,1.0
KCNN1,0.999983252255919
MPV17,0.999983252255919
SOS1,0.999983252255919
SCEL,0.999983252255919
CNRIP1,0.999983252255919
KRBA2,0.999983252255919
MXRA5,0.999983252255919
PRUNE1,0.999983252255919
AC018635.2,0.999983252255919
ZNF106,0.999983252255919
ARL4D,0.999983252255919
LYVE1,1.0
RPS20P33,0.999983252255919
HK3,0.999983252255919
KLHL3,0.999983252255919
TMEM156,0.999983252255919
AC104078.1,1.0
TRPS1,0.999983252255919
ZNF668,0.999983252255919
RPS10P28,1.0
ZNF840P,1.0
LCE1E,1.0
AC008761.1,0.999983252255919
GCA,0.999983252255919
CERKL,0.999983252255919
AC022613.2,0.999983252255919
NRBP1,0.999983252255919
GUF1,0.999983252255919
HCN2,0.999983252255919
FASTK,0.999983252255919
TMEM88,0.999983252255919
FAM241A,0.999983252255919
SYNE3,0.999983252255919
COX14,0.999983252255919
CLCN1,0.999983252255919
AC003666.1,1.0
AC104462.1,1.0
CHORDC2P,1.0
GABRD,0.999983252255919
TMEM8B,0.999983252255919
AC005393.1,0.999983252255919
GAS8,0.999983252255919
ZNF490,0.999983252255919
NKTR,0.999983252255919
AC087277.2,1.0
ZNF25,0.999983252255919
ABHD8,0.999983252255919
RERG,0.999983252255919
AC020917.4,0.999983252255919
NEUROG1,0.999983252255919
HEPH,0.999983252255919
LINC01547,0.999983252255919
CENPM,0.999983252255919
PCSK5,0.999983252255919
NPAS3,0.999983252255919
GLIDR,0.999983252255919
MMRN1,0.999983252255919
AC046185.3,0.999983252255919
AF201337.1,1.0
NPM1P14,1.0
AC113403.1,1.0
AC110285.2,0.999983252255919
FOXN3,0.999983252255919
OTUD4P1,1.0
SUPV3L1,0.999983252255919
SNORA22,0.999983252255919
CDHR5,0.999983252255919
AP1AR,0.999983252255919
AC022966.1,0.999983252255919
GSKIP,0.999983252255919
NFIC,0.999983252255919
MBOAT7,0.999983252255919
CLN5,0.999983252255919
AC016739.1,0.999983252255919
YTHDF2,0.999983252255919
SGSH,0.999983252255919
AC022400.8,0.999983252255919
ZNF559-ZNF177,0.999983252255919
DNMBP,0.999983252255919
AC099521.1,0.999983252255919
RASA3-IT1,1.0
AL360182.1,1.0
AP000229.1,0.999983252255919
HSD17B2,0.999983252255919
LINC00622,0.999983252255919
SLC14A2-AS1,1.0
AC117382.1,0.999983252255919
ZC3H11B,0.999983252255919
B4GALT2,0.999983252255919
ADCY5,0.999983252255919
AP000350.6,0.999983252255919
PIGUP1,1.0
AC044802.1,0.999983252255919
ZNF624,0.999983252255919
SLC44A3-AS1,0.999983252255919
AC092957.1,0.999983252255919
FLJ13224,1.0
PCDHGA11,0.999983252255919
ZNF416,0.999983252255919
AL121603.2,0.999983252255919
CCDC168,0.999983252255919
GTF2E1,0.999983252255919
GIPR,0.999983252255919
RNU4-23P,0.999983252255919
AC080188.1,1.0
NPEPL1,0.999983252255919
DNASE1L1,0.999983252255919
NARS,0.999983252255919
EMC3-AS1,0.999983252255919
MRPS12,0.999983252255919
VPS25,0.999983252255919
AC018809.1,0.999983252255919
SNX9,0.999983252255919
DHX8,0.999983252255919
LSM10,0.999983252255919
AL021155.2,0.999983252255919
SLC27A4,0.999983252255919
CEP170B,0.999983252255919
SCAP,0.999983252255919
DNM3,0.999983252255919
OTX1,0.999983252255919
AC211486.3,0.999983252255919
AP005203.1,1.0
AC226119.1,1.0
AC114755.5,1.0
AC139495.1,1.0
PALMD,0.999983252255919
CLEC4GP1,0.999983252255919
LINC01918,0.999983252255919
PQLC2L,1.0
AC002383.1,1.0
NCSTN,0.999983252255919
PPIE,0.999983252255919
CHIC1,0.999983252255919
TAF7,0.999983252255919
AC055811.4,0.999983252255919
TDRP,0.999983252255919
MIR4648,1.0
SLC44A1,0.999983252255919
NAA40,0.999983252255919
MYBPC1,0.999983252255919
GRM6,0.999983252255919
ACD,0.999983252255919
AC016257.1,0.999983252255919
AC097376.1,0.999983252255919
SMIM10L2A,0.999983252255919
TRIM13,0.999983252255919
AL450311.2,0.999983252255919
AL589880.1,1.0
AL596247.1,1.0
BCL2L12,0.999983252255919
CLEC19A,0.999983252255919
LINC02325,1.0
RF00017,1.0
RPL7AP10,1.0
SHOX,0.999983252255919
ZCCHC4,0.999983252255919
LRRC18,0.999983252255919
SERPINA1,0.999983252255919
PCP4,0.999983252255919
AC005082.1,1.0
AL358613.1,1.0
SETD4,0.999983252255919
TACSTD2,1.0
MIR425,1.0
TACC3,0.999983252255919
SART3,0.999983252255919
SPTY2D1OS,0.999983252255919
CETN4P,0.999983252255919
NAP1L2,0.999983252255919
AC008277.1,0.999983252255919
AC004477.1,0.999983252255919
DOCK9,0.999983252255919
LBH,0.999983252255919
ZNF282,0.999983252255919
B3GALT5,0.999983252255919
AAMDC,0.999983252255919
LRRC14,0.999983252255919
GXYLT1,0.999983252255919
JRKL,0.999983252255919
PUS1,0.999983252255919
PIK3C2G,1.0
AP002409.1,1.0
AC084200.1,1.0
MUL1,0.999983252255919
PLCE1,0.999983252255919
KLF14,0.999983252255919
PIGH,0.999983252255919
ERH,0.999983252255919
PBX3,0.999983252255919
AP1M2,0.999983252255919
ATP6AP1,0.999983252255919
NR6A1,0.999983252255919
MEAF6,0.999983252255919
C16orf92,0.999983252255919
HIVEP3,0.999983252255919
EIF4A1P4,1.0
PELO,0.999983252255919
RHPN1-AS1,0.999983252255919
RAB9B,0.999983252255919
SPATA6,0.999983252255919
AC083964.2,1.0
AC009053.1,0.999983252255919
GDF6,0.999983252255919
PIM3,0.999983252255919
LINC01102,0.999983252255919
STX1A,0.999983252255919
MIR1270,1.0
AC018521.7,1.0
GPR180,0.999983252255919
MPP4,0.999983252255919
PSMG1,0.999983252255919
DUS4L,0.999983252255919
UBB,0.999983252255919
DECR1,0.999983252255919
HHEX,1.0
INCA1,0.999983252255919
RAB18,0.999983252255919
AL138847.1,0.999983252255919
CALM2P2,0.999983252255919
FOXD3-AS1,0.999983252255919
AC026471.3,0.999983252255919
ATP6V0A2,0.999983252255919
CEP44,0.999983252255919
RNA5SP221,1.0
RF01183,1.0
HMGB1P6,0.999983252255919
ABCC11,0.999983252255919
MEPCE,0.999983252255919
AC084361.1,0.999983252255919
LRPAP1,0.999983252255919
FCRLA,1.0
AC008050.1,1.0
AC091167.7,1.0
RF02110,1.0
FTSJ1,0.999983252255919
DSCAM-AS1,1.0
NOCT,0.999983252255919
E2F4,0.999983252255919
AP000346.1,0.999983252255919
TMPPE,0.999983252255919
TMEM233,0.999983252255919
INTS3,0.999983252255919
LINC00158,0.999983252255919
RF00611,1.0
MT1M,1.0
DGKG,0.999983252255919
AL590139.1,1.0
PRDM4,0.999983252255919
AC114956.3,0.999983252255919
LRRN4,0.999983252255919
QSOX2,0.999983252255919
GEMIN7,0.999983252255919
MIR647,0.999983252255919
NDUFB1P2,0.999983252255919
AC091057.1,0.999983252255919
RNU6-834P,1.0
KIAA1109,0.999983252255919
NCK1-DT,0.999983252255919
AL031432.3,0.999983252255919
AP000640.1,0.999983252255919
UBE2A,0.999983252255919
ARHGAP26,0.999983252255919
RGR,0.999983252255919
CDH16,1.0
