gene_name,padj
CD69,9.92980896616736e-08
PSMB10,9.92980896616736e-08
PMAIP1,9.94977904257354e-08
FBLN5,1.01205036493547e-07
CTLA4,1.0174306473096e-07
ERO1A,1.0242469866652e-07
ITGB2-AS1,1.0242469866652e-07
CCDC80,1.047524959035e-07
TXLNGY,1.07086841017507e-07
RASGRF1,1.0780034986806e-07
TCIRG1,1.0780034986806e-07
TMEM59L,1.14845442166872e-07
SLC15A2,1.15895966822946e-07
GPR65,1.17906296053985e-07
SERPINB1,1.17949815133501e-07
PARP15,1.18144973374993e-07
MT2A,1.20643033656182e-07
DENND2D,1.22613287849087e-07
PFKFB4,1.23239491901096e-07
TMC6,1.23286399116047e-07
CMAHP,1.40814314309987e-07
S1PR4,1.42727893208866e-07
FHL1,1.43065462040733e-07
BIN2,1.48683736463847e-07
RRM2,1.48932212149251e-07
USP9Y,1.51655941733732e-07
STC2,1.58079450740532e-07
AP1S2,1.67352212174451e-07
CP,1.75133841230506e-07
CD38,1.77522927069319e-07
CXCR3,1.77859627486661e-07
IRF9,1.79063631886439e-07
SLIT3,1.80868087335904e-07
CDCP1,1.81194621956943e-07
AC136475.3,1.91360162577808e-07
P2RY10,1.91935930400576e-07
PLOD2,1.9309581213642e-07
ABCA13,1.99125544377066e-07
GAPDH,2.0451865837173e-07
TSTD1,2.04841297394927e-07
CCDC69,2.07848207070059e-07
IL12RB1,2.1496931376062e-07
PDYN,2.16795441279837e-07
SERPINF1,2.38643758286586e-07
OTOR,2.52708271286034e-07
MR1,2.54976575203354e-07
SLAMF6,2.73095218502431e-07
SLAMF1,2.73095218502431e-07
PFN1,2.87074589054535e-07
PIK3IP1,2.87445485400957e-07
RXRG,2.91783627775803e-07
RASSF3,2.94589241432505e-07
ZNF831,3.04719534322087e-07
SPOCK1,3.3579667805763e-07
JAK3,3.4627774531211e-07
PRF1,3.4627774531211e-07
RHOU,3.48638199654412e-07
IL18BP,3.61763240547923e-07
SAMHD1,3.61763240547923e-07
CD28,3.83785725708559e-07
ENO2,3.8834297108131e-07
ARID5A,3.8834297108131e-07
HSPB8,3.8834297108131e-07
GRAP2,4.06308551164609e-07
TRG-AS1,4.12015330751594e-07
LY9,4.3321295815968e-07
LAIR1,4.40886004606192e-07
PRELP,4.44427111702743e-07
NAMPT,4.66791193256241e-07
CYBC1,5.26038344736675e-07
SPON2,5.4307745481522e-07
NSMF,5.71011458221672e-07
AL671883.2,5.73990597110748e-07
MAP4K1,5.7479757110839e-07
PCED1B-AS1,5.76354105737191e-07
NCAM1,6.37627878133285e-07
GPR174,7.39418181207924e-07
PDE10A,7.81903385065368e-07
SLC6A11,8.66941962462232e-07
EML3,8.96868620191e-07
IGFBP5,9.44427258927737e-07
RASGRP1,1.07839357659644e-06
PATL2,1.07839357659644e-06
GNA15,1.10582305281961e-06
TNFRSF14-AS1,1.11542588712618e-06
LMO2,1.1443621845649e-06
HAVCR2,1.15884519518486e-06
PARP12,1.16698184201299e-06
PDK1,1.20314120190735e-06
DDIT4L,1.20314120190735e-06
C4B,1.22215124006327e-06
KCNH5,1.2602469208724e-06
CXCL11,1.30886264232395e-06
B4GAT1,1.32324207127172e-06
PARVG,1.32913133134582e-06
IDO1,1.32913133134582e-06
MCTP2,1.39240996053543e-06
LAMC1,1.40695233665449e-06
SLC1A3,1.46745687675157e-06
HAND2-AS1,1.5002358494329e-06
ESYT1,1.63295992305006e-06
ABCA5,1.68743578235198e-06
ARHGEF6,1.69044586643491e-06
HLA-DQB1,1.73214110071484e-06
CADM3,1.78134361932343e-06
GRIA2,1.93785842155612e-06
ICOS,1.95525894156806e-06
A2M,1.95722382658042e-06
ADAM8,1.99909401417436e-06
GIMAP1,2.12330339897701e-06
TNFRSF18,2.13096292741228e-06
ASAH1,2.1593851633927e-06
AL671277.1,2.18148649532164e-06
RAB27A,2.18508162415088e-06
PTPRC,2.21113137445193e-06
CHPF,2.28090960496206e-06
LRRK2,2.34463380041209e-06
RUNX1,2.35968544488074e-06
PMCH,2.44422790578571e-06
CFH,2.44959786520087e-06
U2AF1L5,2.48878214156885e-06
TBX21,2.59496192909368e-06
CORO1A,2.64769484634734e-06
ITGA6,2.68880282468814e-06
FAM111A,2.7794902337822e-06
DPEP2,2.78845345818612e-06
EVI2A,2.78845345818612e-06
PLOD1,2.87777591419704e-06
TAGAP,3.12024306292736e-06
ACKR3,3.14635401123347e-06
KLRB1,3.15842829675451e-06
UNC13D,3.17175505700242e-06
MBNL1,3.20528001294877e-06
RDH10,3.44783083996082e-06
ZBP1,3.44816170062722e-06
TACC3,3.44816170062722e-06
TRABD2B,3.56541022359721e-06
NUAK2,3.60988681547098e-06
HLA-DPB1,3.6793862868792e-06
SOCS1,3.70268152689762e-06
RSAD2,3.7874340494388e-06
CCR5,3.81278230196001e-06
ZBTB8B,4.04526911547464e-06
RFTN1,4.14263175479799e-06
ELF1,4.18098267354722e-06
CCR7,4.19548775090785e-06
LDHA,4.2161207018958e-06
BMP5,4.42249946826467e-06
CNTN2,4.42484906167353e-06
GZMH,4.51205978856449e-06
HLA-DPA1,4.7557721450969e-06
DENND1C,4.79245506797801e-06
SPOCD1,4.87593566986363e-06
TRIM56,4.99779917107371e-06
MAPT,4.99779917107371e-06
OTX2-AS1,5.06695829940499e-06
APLP2,5.40446385551914e-06
RINL,5.74461879103026e-06
CDT1,6.20391488793716e-06
MDK,6.41611165289052e-06
SOX9,6.4611212171495e-06
PON2,6.5728430559123e-06
SYNE2,6.75757098846008e-06
SRSF3,6.9813198520877e-06
PCDH18,6.99829882959081e-06
CD8A,6.99829882959081e-06
MCUB,6.99829882959081e-06
TSPAN3,7.05992264304598e-06
CHRM3-AS2,7.06349749104453e-06
ZFP36,7.17020239967973e-06
MCM5,7.41031725476634e-06
NAPB,7.64474630941697e-06
FCGR3A,7.71240865233747e-06
TRDC,8.01214513277556e-06
ARF6,8.02596115328649e-06
GIMAP2,8.0654642715449e-06
ZFP36L1,8.22324407890244e-06
HOPX,8.36146455952133e-06
MMP2,8.39825759576031e-06
SIGIRR,8.53971487748092e-06
AK5,8.53971487748092e-06
MAGED1,8.63816401341097e-06
ZBED2,8.98310030303019e-06
NABP1,9.03480085183698e-06
SEPT9,9.65734904679876e-06
SULF2,9.68958949486899e-06
KIAA0040,9.9276296826989e-06
TRAT1,1.00233884596511e-05
FURIN,1.01193454675119e-05
ETV6,1.01193454675119e-05
DPY19L1,1.01829573047084e-05
NFKB1,1.01829573047084e-05
HLA-DRB1,1.0229475607077e-05
HNRNPM,1.02360058181369e-05
PEG10,1.03195047272666e-05
CTSA,1.03453529572767e-05
ADGRV1,1.04740367829462e-05
TXK,1.05112064661437e-05
IDH1,1.06204863017035e-05
PIK3CG,1.08183329265666e-05
STK17A,1.12647064144751e-05
GPR55,1.13971811579835e-05
SERPINB9,1.16532236400578e-05
CLEC2B,1.21099316663177e-05
LIMCH1,1.23781758657712e-05
C3orf58,1.24142872365325e-05
MSN,1.25851616983174e-05
MCL1,1.2920988920469e-05
ALPK1,1.3065750559705e-05
POSTN,1.38115439564902e-05
PDGFRB,1.38115439564902e-05
DPP10,1.39210149667697e-05
CELF4,1.4227935065765e-05
GLI3,1.43968506009263e-05
SIPA1L2,1.58012450229096e-05
HAPLN3,1.58980046728489e-05
GBE1,1.59969695525413e-05
TNFRSF9,1.60732984763618e-05
PHF11,1.65273926602566e-05
VAMP8,1.66683632071802e-05
CEMIP2,1.72648290364096e-05
DDX58,1.78455845603698e-05
EIF1AY,1.79893346203596e-05
NID2,1.825763511747e-05
PYHIN1,1.8641119143531e-05
IFITM10,1.89710808364535e-05
VAV1,1.97155940510051e-05
AC004585.1,1.97953377093089e-05
SEZ6L,2.04074722112383e-05
AC007938.3,2.07107222287928e-05
PLEKHG4B,2.09868524243833e-05
C16orf54,2.11220111575599e-05
CTDSP2,2.20246158935858e-05
DNAJB9,2.22082677499098e-05
GABBR2,2.2459203752392e-05
WSB1,2.26966716535699e-05
RNF213,2.30123458032969e-05
ZNF185,2.31058139302937e-05
RIN3,2.36415067105202e-05
FAM13A,2.38553153124616e-05
AC004847.1,2.41900013951619e-05
BHLHE41,2.41900013951619e-05
CXCL12,2.49290070971084e-05
PGM5,2.49290070971084e-05
IL9R,2.53928961568279e-05
IGSF8,2.61081779977683e-05
UTY,2.64342806234328e-05
NOVA1,2.6457375291767e-05
STAT5A,2.71699629429861e-05
ISG20,2.93014615870375e-05
LY6E,3.00724085545744e-05
IDS,3.05660568242213e-05
MIDN,3.07687588438257e-05
H19,3.07687588438257e-05
CPXM2,3.07687588438257e-05
HK2,3.18162626598282e-05
THEMIS2,3.19183345321685e-05
TYMP,3.38868448290939e-05
P4HB,3.38868448290939e-05
ELFN2,3.38868448290939e-05
LONRF2,3.52622090154419e-05
HS3ST4,3.62436958080061e-05
CALHM2,3.62436958080061e-05
TPH1,3.65303267046307e-05
HSPG2,3.67771992314388e-05
EEF1A2,3.72211602660859e-05
PRKY,3.73709392914612e-05
REPS2,3.90999355061153e-05
SH3BGRL3,3.9231901460161e-05
STAT6,3.96601879200469e-05
MAOA,4.05016728392486e-05
CXCR6,4.23098574944844e-05
ITGA4,4.25985641465388e-05
CLIC1,4.34557423715079e-05
SLC14A1,4.34557423715079e-05
GRM5,4.4497774570488e-05
BCO1,4.53124452858731e-05
NEGR1,4.58160131575695e-05
PHLDA1,4.58219003338154e-05
HAND2,4.65492468845553e-05
PMP22,4.78472720966015e-05
GRIK4,5.01722666465621e-05
CCL28,5.04877693831719e-05
TNFSF8,5.07825744859476e-05
RBM3,5.07825744859476e-05
RASGRP2,5.16401087663309e-05
SERPINI1,5.22587442055216e-05
IL18RAP,5.22640490445012e-05
RGS9,5.3943070983532e-05
CCL22,5.3943070983532e-05
GLIS3,5.53484155959334e-05
BCORP1,5.97424446666374e-05
SCN9A,6.08033294558564e-05
COL12A1,6.15149982057126e-05
GSTM1,6.16707523463442e-05
CARD16,6.22768219020156e-05
PPFIA4,6.55426114113558e-05
ZC3H12D,6.58819000407583e-05
APOBEC3H,6.67166746247116e-05
BNIP3L,6.73336958597519e-05
PTN,6.88167219321779e-05
TPM3,6.91729339394677e-05
TRGC1,7.1472124063506e-05
MTSS1L,7.26341328112171e-05
AC004687.1,7.32506528825067e-05
MAF,7.45030377983575e-05
SATB1-AS1,7.46216509596724e-05
PDE3B,7.51886502062713e-05
ESPL1,7.579521762776e-05
CYBA,7.73246825054022e-05
CEBPD,7.76417813813939e-05
CNN3,8.25322288705493e-05
NTM,8.31711649338538e-05
SPTLC3,8.52441970043298e-05
OBSL1,8.53926795505922e-05
TRBV7-9,8.58280656248978e-05
PIP4K2A,8.60486639626853e-05
ADAMTS12,8.66365943820916e-05
CISH,8.74266905569461e-05
EIF2AK2,9.29791957297448e-05
DSP,9.50371652398322e-05
DGKA,9.54025630558479e-05
CRIM1,9.58050521708903e-05
IL6ST,9.60244316760377e-05
COL6A3,9.84752155689394e-05
NECTIN3,9.88251356455108e-05
CD274,0.000101773500850647
TUBB4A,0.000102613974918774
CD247,0.000104314216590339
IQGAP1,0.000107363419679654
TRGC2,0.000110035677343734
LAX1,0.000117369862632249
BATF,0.000118750334132178
GLRX,0.000119008617369192
PRSS23,0.000119608282080112
SEPHS2,0.000120432581932554
SLFN12L,0.000120718701721558
TNR,0.000122195950284229
LNPK,0.00012224426289665
EFHD1,0.000125077687239559
GLIPR1,0.000125423673263875
RAP1GAP,0.000126286434949382
FAM49A,0.00012665665411979
RHOG,0.000127777264972928
EGFLAM,0.000128359610071161
STUM,0.000131205534164173
RGL4,0.000131570348116925
TNFSF10,0.000132099356073466
IRAK4,0.000133173633039669
CAPG,0.000133173633039669
BMPR1B,0.000133343671240201
SEMA3G,0.000133343671240201
WIPF1,0.000133418086102296
TMEM71,0.000135323565970683
ASIC2,0.000135323565970683
SH3GL2,0.000140973555707994
PHYHIP,0.000143787236513089
SYT13,0.000144361524762904
VSIR,0.000150744888074745
SCAI,0.000152450896744462
PYCARD,0.000152703596848739
PLA2G2A,0.000155866477523394
ALDH5A1,0.000155866477523394
GABBR1,0.000155866477523394
PPM1M,0.000156975519530802
CACNA1E,0.000157050301511559
TMEM204,0.000157050301511559
LRRC8C,0.000158954198959266
PLCB2,0.000166967973629028
GPR12,0.000166967973629028
PCDH17,0.000171099624711948
LOX,0.000171099624711948
EEF2,0.000172304311979822
BLM,0.000178744930540364
MIR4435-2HG,0.000179018941976677
TMOD2,0.000180077479727547
FASLG,0.000183211934115438
GPR68,0.000185443678269674
JAM2,0.000185559469775941
ITPR3,0.000185714135264996
PTPRU,0.000186571897890181
PRKCQ,0.000187675165925682
DIAPH1,0.000187675165925682
PDE4DIP,0.000193472009800744
CD300A,0.000200647110459222
MCHR1,0.000204898731229962
AFF2,0.000209164500421568
GBP1,0.000210041163850608
TNFSF14,0.000210445058685533
OGN,0.000210466168547147
TLE1,0.000212041478177998
MAP7,0.000212485524642627
EGF,0.000212512752914233
TOP2A,0.000221352957082511
GAS1,0.000221446672410334
CFLAR,0.000221446672410334
DNM1,0.000222621770056962
XCL2,0.000227671347327993
CCDC88B,0.000227671347327993
SLC44A5,0.000229410567538934
TYMS,0.000234487539816815
NRXN1,0.000239470824263994
ATP10A,0.000245391627876785
FAM43A,0.000247847470467446
GPI,0.000255411956951998
NUP210,0.00025617627543477
VNN2,0.000259754188375438
LGALS3,0.00026400164042979
S100A11,0.000269203115500995
GIMAP8,0.000272505905010539
NFE2L1,0.000277754984768739
SPON1-AS1,0.000281253086109935
ELK3,0.000282919499468445
SIPA1L1,0.000294558240289425
TES,0.000295677495633775
RERG,0.000297500438412928
GNAO1,0.000299397560874785
NEK6,0.000299676521379013
TSPAN7,0.000301987156882968
ZNF483,0.000315757156799449
PDPN,0.000319179178818731
BATF3,0.000320676242161232
GABRA2,0.000323791749754959
DZIP1,0.000327229476105748
ERBB3,0.000327719888207559
AIF1,0.000330022501061602
SH3BP4,0.000331110105722068
TRBV28,0.000331559185019051
LRP1,0.000343586121252377
TRDV2,0.000344791464865731
LINC01871,0.000346638855818834
FLOT2,0.000348582676198972
ETV7,0.000348862134439878
LINC01215,0.000353878501919747
SOAT2,0.000356930474564721
C1QL3,0.000356957082513743
LMAN1,0.000359383882954251
MED26,0.000359383882954251
ALDOA,0.000362921348430493
PLA2G2D,0.000365248229321998
